aX,aY,aZ,gX,gY,gZ
0.800,0.534,0.293,-1.038,-3.601,-1.892
0.802,0.534,0.287,-1.160,-5.249,-2.380
0.804,0.534,0.287,-1.221,-6.348,-2.197
0.815,0.531,0.291,-1.221,-4.761,-0.793
0.813,0.532,0.292,-0.122,0.244,0.610
0.818,0.529,0.289,0.793,2.380,0.122
0.830,0.520,0.288,1.404,2.502,-0.610
0.827,0.520,0.284,1.038,0.793,0.366
0.818,0.525,0.283,0.854,-1.099,1.160
0.809,0.527,0.285,1.953,-3.723,1.038
0.791,0.531,0.298,2.808,-3.906,0.916
0.789,0.531,0.301,3.540,-2.258,-0.549
0.783,0.525,0.312,3.906,-1.099,-1.038
0.779,0.525,0.320,4.150,-0.183,-1.343
0.792,0.516,0.327,2.808,-1.404,-2.258
0.802,0.509,0.325,0.366,-5.127,-2.991
0.815,0.508,0.322,0.122,-6.104,-2.808
0.822,0.508,0.324,0.366,-5.920,-2.502
0.815,0.514,0.327,0.610,-4.089,-1.892
0.807,0.519,0.326,0.732,1.892,-1.831
0.812,0.518,0.319,0.610,3.540,-2.563
0.818,0.515,0.316,-0.122,2.441,-3.113
0.826,0.512,0.309,-0.793,0.977,-2.319
0.823,0.515,0.308,-1.343,-1.343,-0.366
0.806,0.522,0.306,-1.465,-1.221,0.000
0.801,0.523,0.304,-1.465,0.366,-0.427
0.798,0.522,0.299,-1.160,0.854,-0.549
0.796,0.522,0.298,-0.732,-0.061,-1.038
0.795,0.525,0.300,-0.732,-0.977,-1.282
0.799,0.525,0.298,-0.427,-1.099,-2.441
0.811,0.519,0.298,0.183,-0.244,-3.113
0.818,0.516,0.300,1.282,1.038,-2.930
0.828,0.515,0.304,1.038,0.977,-2.380
0.832,0.516,0.305,0.183,-0.427,-1.099
0.836,0.518,0.301,0.061,-1.587,-0.854
0.835,0.517,0.300,0.183,-2.502,-0.671
0.824,0.517,0.307,1.526,-1.953,0.183
0.814,0.519,0.309,2.014,-0.793,0.671
0.810,0.519,0.310,1.892,1.099,0.671
0.811,0.515,0.311,1.892,0.916,0.488
0.808,0.515,0.315,1.770,-0.977,0.366
0.808,0.510,0.324,1.221,-1.892,0.305
0.811,0.510,0.328,-0.183,-3.296,0.610
0.801,0.520,0.323,-0.854,-3.845,0.549
0.796,0.522,0.318,-0.793,-3.540,-0.854
0.798,0.517,0.315,0.061,-2.502,-1.404
0.797,0.515,0.316,1.038,0.305,-1.221
0.798,0.518,0.313,0.732,0.916,-1.526
0.804,0.517,0.308,0.244,-0.610,-3.113
0.814,0.510,0.304,0.427,-1.709,-3.418
0.817,0.508,0.305,0.671,-2.502,-3.296
0.818,0.510,0.304,0.366,-2.319,-3.052
0.817,0.511,0.302,0.427,-1.648,-2.686
0.818,0.510,0.301,1.892,0.366,-2.563
0.819,0.508,0.307,2.441,0.854,-2.319
0.817,0.510,0.309,2.319,-0.549,-1.770

0.834,1.044,0.709,53.345,-150.513,-88.867
0.818,1.044,0.751,55.603,-174.927,-91.980
0.738,1.031,0.834,53.223,-190.063,-97.717
0.689,1.032,0.867,44.800,-208.313,-111.084
0.621,1.014,0.871,40.588,-209.595,-117.798
0.586,0.979,0.850,42.542,-198.303,-131.348
0.521,0.897,0.823,48.401,-189.209,-137.268
0.503,0.859,0.818,53.528,-177.551,-145.081
0.457,0.780,0.802,50.171,-176.880,-147.766
0.424,0.732,0.787,38.513,-181.824,-154.114
0.308,0.585,0.760,33.264,-185.486,-157.898
0.243,0.497,0.737,27.039,-188.965,-163.818
0.114,0.314,0.655,27.283,-183.777,-162.903
0.022,0.192,0.604,35.339,-152.344,-152.405
-0.123,-0.125,0.489,40.161,-132.202,-146.790
-0.165,-0.307,0.433,43.579,-114.807,-139.832
-0.215,-0.774,0.349,42.725,-93.079,-114.746
-0.212,-1.017,0.328,34.424,-89.050,-99.670
-0.203,-1.374,0.297,11.475,-93.811,-67.505
-0.182,-1.513,0.290,6.287,-97.168,-54.993
0.020,-1.757,0.404,24.841,-107.178,-59.387
0.193,-1.784,0.553,50.964,-117.187,-75.867
0.391,-1.689,0.743,109.070,-125.427,-101.135
0.779,-1.417,1.121,120.911,-111.816,-95.459
0.893,-1.382,1.256,84.717,-51.514,-43.213
0.741,-1.322,1.305,42.236,-14.038,-3.784
0.584,-1.326,1.193,-53.650,51.514,67.078
0.240,-1.460,0.834,-88.989,74.097,92.834
0.057,-1.474,0.667,-115.295,108.948,136.597
-0.143,-1.307,0.523,-112.549,123.962,149.048
-0.169,-1.205,0.525,-104.126,136.475,147.583
-0.095,-0.980,0.581,-105.591,135.803,144.653
-0.039,-0.866,0.622,-110.107,139.038,146.301
0.020,-0.550,0.698,-107.422,150.208,148.499
0.052,-0.346,0.725,-85.937,197.815,146.362
0.204,0.024,0.773,-70.251,224.915,142.212
0.261,0.149,0.805,-55.969,247.192,139.099
0.365,0.333,0.840,-45.288,282.227,142.456
0.420,0.452,0.822,-49.927,299.194,147.705
0.464,0.559,0.772,-57.617,327.637,155.457
0.543,0.740,0.657,-53.040,336.487,154.785
0.561,0.845,0.629,-34.912,335.815,147.400
0.610,0.916,0.598,-29.541,323.181,142.334
0.625,0.948,0.586,-30.823,284.729,128.235
0.548,1.103,0.567,-34.546,268.616,120.972
0.499,1.149,0.558,-52.979,245.422,103.821
0.468,1.207,0.456,-63.049,227.234,89.233
0.503,1.244,0.375,-72.388,165.894,46.265
0.603,1.240,0.240,-69.763,131.531,24.292
0.648,1.208,0.206,-58.960,99.365,5.310
0.794,1.156,0.260,-14.221,41.992,-21.240
0.854,1.115,0.338,9.521,18.005,-27.588
0.892,0.973,0.476,31.189,-20.386,-24.231
0.878,0.900,0.495,25.696,-37.354,-16.296
0.858,0.801,0.419,-7.812,-62.744,0.854
0.855,0.769,0.346,-25.574,-64.697,5.554
0.867,0.731,0.276,-37.109,-38.025,3.235
0.902,0.633,0.181,-30.823,-14.893,-0.977
0.911,0.578,0.157,-11.658,28.625,-5.737
0.916,0.503,0.133,-5.371,41.931,-3.784
0.915,0.489,0.123,-6.165,50.415,2.502
0.909,0.468,0.104,-10.315,48.035,4.150
0.905,0.457,0.090,-17.029,34.424,4.456
0.895,0.446,0.060,-18.494,26.733,4.700
0.883,0.446,0.051,-13.611,17.517,5.737
0.878,0.460,0.073,-7.141,14.893,5.615
0.883,0.461,0.100,3.479,12.512,2.869
0.906,0.433,0.153,4.150,11.108,1.709
0.920,0.424,0.166,2.075,8.118,1.526
0.931,0.422,0.168,-5.066,-1.099,2.869
0.933,0.426,0.158,-6.958,-4.456,3.967
0.923,0.434,0.157,-6.409,-2.197,5.310
0.902,0.457,0.148,-6.531,2.075,4.883
0.894,0.469,0.133,-7.507,11.658,3.052
0.886,0.479,0.100,-6.592,15.381,1.831
0.894,0.473,0.089,-3.845,17.029,0.061
0.914,0.457,0.077,-3.174,13.733,0.366
0.917,0.456,0.076,-2.808,8.484,1.404
0.901,0.466,0.087,-1.526,-2.808,4.089
0.893,0.472,0.097,-0.793,-7.202,4.578
0.885,0.475,0.105,0.488,-10.864,4.395
0.858,0.486,0.117,1.099,-9.705,4.639
0.848,0.494,0.118,2.197,-4.456,3.540
0.845,0.495,0.119,2.258,-1.953,2.380
0.844,0.496,0.120,3.113,0.061,2.014
0.842,0.504,0.125,3.113,-0.671,1.831
0.844,0.505,0.130,1.831,-2.808,0.854
0.845,0.508,0.137,1.709,-3.296,0.488
0.853,0.505,0.141,1.648,-3.418,-0.244
0.866,0.499,0.141,0.427,-2.686,-1.709
0.863,0.495,0.133,0.000,-1.770,-1.160
0.856,0.499,0.131,0.732,0.549,-0.244
0.868,0.494,0.127,0.610,0.488,-1.160
0.874,0.488,0.120,-0.183,-1.343,-2.014
0.876,0.482,0.115,0.366,-1.526,-1.343
0.875,0.482,0.120,2.380,-0.916,0.000
0.878,0.488,0.130,2.869,-0.977,-0.366
0.884,0.484,0.132,2.075,-1.587,-2.441
0.895,0.472,0.133,1.831,-1.587,-2.502
0.892,0.474,0.134,2.014,-1.099,-1.770
0.887,0.479,0.133,1.831,0.183,-0.427
0.886,0.480,0.132,0.488,0.305,1.160
0.873,0.490,0.126,0.549,0.183,1.831
0.871,0.493,0.128,1.099,-0.183,1.648
0.869,0.494,0.132,1.831,-2.197,0.427
0.866,0.493,0.139,1.953,-2.930,0.305
0.865,0.493,0.142,2.136,-2.197,0.000
0.870,0.494,0.145,2.075,-1.404,-0.244
0.874,0.491,0.142,1.343,-0.244,-1.038
0.873,0.487,0.131,1.160,0.183,-0.916
0.870,0.488,0.127,1.526,-0.122,-0.549
0.878,0.486,0.126,1.770,-1.160,-0.916
0.881,0.480,0.130,2.014,-2.258,-1.038
0.874,0.479,0.139,2.380,-2.441,0.793
0.867,0.487,0.140,2.014,-1.831,1.587
0.861,0.493,0.139,1.160,-0.610,0.977
0.869,0.490,0.137,1.343,-0.305,0.122
0.879,0.485,0.136,1.099,-0.549,-0.244
0.881,0.484,0.132,0.977,-1.160,0.122

1.016,1.242,0.368,27.466,-100.281,-8.423
1.001,1.289,0.374,50.964,-139.648,-33.936
0.955,1.290,0.411,62.012,-154.907,-47.363
0.918,1.262,0.429,79.163,-174.988,-69.641
0.820,1.188,0.476,86.060,-183.350,-79.224
0.772,1.158,0.505,89.294,-205.017,-95.703
0.663,1.113,0.553,84.717,-218.872,-103.882
0.606,1.083,0.563,72.327,-246.216,-122.070
0.520,1.047,0.545,67.566,-257.812,-132.935
0.482,1.022,0.535,67.017,-273.376,-158.081
0.397,0.925,0.541,71.106,-275.330,-171.143
0.351,0.841,0.546,79.224,-269.897,-195.740
0.202,0.612,0.560,83.252,-265.869,-205.444
0.097,0.469,0.577,88.501,-261.597,-213.135
-0.009,0.309,0.597,95.337,-242.615,-222.168
-0.118,-0.078,0.641,91.492,-224.548,-221.252
-0.113,-0.303,0.661,54.138,-186.157,-187.561
-0.137,-0.710,0.568,23.437,-170.898,-153.442
-0.148,-0.917,0.473,-29.297,-135.437,-77.698
-0.142,-1.341,0.299,-42.969,-110.413,-45.044
-0.157,-1.521,0.218,-42.358,-53.101,-4.150
-0.155,-1.769,0.226,-23.926,-30.151,-2.563
-0.058,-1.802,0.376,48.828,-22.949,-46.326
0.408,-1.590,0.858,86.365,-36.499,-77.515
0.701,-1.433,1.106,108.765,-45.166,-93.140
1.001,-1.291,1.325,85.510,-22.766,-68.237
0.947,-1.277,1.271,-6.226,56.885,23.804
0.604,-1.320,0.955,-51.331,92.407,68.787
0.406,-1.352,0.772,-103.210,129.333,121.277
0.109,-1.342,0.527,-112.671,138.245,136.902
0.042,-1.305,0.506,-112.000,149.292,158.875
-0.027,-1.118,0.545,-107.544,156.311,166.077
0.019,-0.974,0.562,-96.558,192.444,167.664
0.281,-0.713,0.600,-86.182,220.642,165.039
0.404,-0.599,0.623,-73.669,252.014,166.199
0.462,-0.463,0.637,-54.565,317.871,185.608
0.399,-0.174,0.636,-45.105,347.290,199.646
0.389,-0.021,0.642,-6.348,394.592,204.590
0.476,0.297,0.695,14.343,410.278,192.688
0.506,0.438,0.698,26.672,411.499,174.133
0.497,0.721,0.607,21.179,397.461,169.189
0.522,0.839,0.539,3.784,361.999,153.992
0.595,1.094,0.435,-2.075,342.285,145.630
0.574,1.217,0.393,-2.563,286.255,135.071
0.554,1.322,0.310,-6.958,249.268,124.512
0.601,1.311,0.255,-19.653,207.153,106.140
0.657,1.301,0.207,-49.194,121.521,64.026
0.674,1.380,0.152,-51.270,85.876,53.528
0.673,1.436,0.138,-35.828,37.598,41.199
0.743,1.374,0.126,-28.564,25.452,26.550
0.806,1.252,0.131,-11.292,11.719,-4.211
0.917,1.066,0.190,2.747,3.479,-9.827
0.947,1.013,0.237,25.024,-21.851,-5.493
0.939,0.906,0.308,26.123,-35.583,-1.587
0.893,0.860,0.311,20.691,-46.326,2.686
0.834,0.834,0.290,1.587,-52.124,11.292
0.729,0.817,0.205,-7.446,-45.410,12.573
0.714,0.802,0.157,-16.052,-18.860,7.690
0.743,0.735,0.077,-15.808,-2.441,4.211
0.767,0.689,0.055,-10.986,27.588,2.625
0.779,0.621,0.020,-10.498,35.583,4.517
0.768,0.603,-0.004,-15.198,30.701,5.432
0.766,0.575,-0.035,-16.785,21.118,2.808
0.785,0.557,-0.035,-17.273,1.404,-5.005
0.833,0.512,-0.021,-17.151,-4.517,-7.690
0.859,0.491,-0.012,-14.099,-5.249,-7.629
0.897,0.470,0.005,-11.475,-3.235,-6.775
0.910,0.466,0.011,-8.850,-0.916,-6.226
0.932,0.466,0.016,-7.507,4.028,-5.798
0.928,0.478,0.017,-8.301,4.578,-5.188
0.921,0.490,0.020,-8.240,0.122,-4.517
0.927,0.495,0.032,-8.057,-2.563,-4.456
0.923,0.498,0.029,-8.972,-2.258,-2.686
0.881,0.511,0.013,-8.667,0.671,-1.831
0.872,0.512,0.010,-7.874,4.028,-2.625
0.857,0.505,0.001,-9.033,2.258,-2.258
0.844,0.512,-0.009,-11.414,-3.418,-0.916
0.849,0.536,-0.025,-11.230,-4.761,-2.625
0.864,0.535,-0.028,-7.812,-4.150,-8.240
0.888,0.518,-0.023,-5.493,-2.869,-9.277
0.902,0.509,-0.015,-3.113,-0.977,-4.944
0.890,0.522,-0.009,-3.479,-1.526,-1.160
0.860,0.542,-0.012,-4.333,-3.845,1.526
0.822,0.558,-0.015,-3.418,-4.211,0.000
0.832,0.545,-0.014,-0.854,-2.930,-3.418
0.846,0.527,-0.015,-0.122,-2.258,-3.296
0.834,0.532,-0.017,1.099,-2.380,-2.625
0.823,0.529,-0.011,2.197,-3.052,-3.601
0.837,0.518,-0.002,3.784,-4.272,-5.554
0.850,0.512,0.006,3.357,-4.456,-5.432
0.842,0.519,0.006,2.747,-4.272,-4.761
0.842,0.523,0.008,2.991,-4.211,-5.615
0.881,0.510,0.014,3.418,-4.883,-7.019
0.901,0.501,0.016,3.418,-5.249,-7.507
0.928,0.497,0.022,3.235,-4.456,-5.493
0.924,0.501,0.025,2.075,-2.319,-1.282
0.912,0.510,0.022,1.221,-1.587,-0.549
0.907,0.510,0.015,0.183,-2.563,-0.610
0.884,0.511,0.009,0.916,-3.479,-0.427
0.879,0.510,0.012,3.174,-5.066,-0.977
0.883,0.495,0.026,3.601,-5.676,-0.854
0.882,0.495,0.034,2.991,-6.165,1.709
0.869,0.507,0.040,1.770,-6.470,2.136
0.868,0.507,0.039,0.305,-6.531,0.977
0.871,0.502,0.038,0.610,-5.615,0.916
0.865,0.503,0.035,0.854,-4.028,1.404
0.861,0.507,0.032,0.183,-1.831,1.953
0.857,0.510,0.024,-0.122,-2.319,1.648
0.852,0.511,0.024,0.671,-3.967,1.160
0.842,0.518,0.030,0.793,-4.028,1.160
0.843,0.519,0.032,0.549,-3.113,0.488
0.858,0.520,0.038,0.732,-2.502,0.000
0.864,0.520,0.040,0.977,-0.916,-0.427
0.868,0.519,0.036,1.038,0.061,-0.549
0.871,0.516,0.032,0.610,1.465,-0.610
0.871,0.512,0.028,0.610,1.892,0.000
0.864,0.515,0.026,0.732,2.014,0.916
0.859,0.518,0.024,0.488,0.732,1.221
0.859,0.519,0.023,0.732,-0.671,0.610

0.976,1.427,0.384,47.852,-149.170,-64.026
0.969,1.413,0.428,64.392,-191.467,-94.482
0.956,1.343,0.507,70.435,-209.229,-109.558
0.943,1.312,0.545,68.237,-249.573,-132.629
0.835,1.273,0.593,59.082,-269.287,-141.296
0.748,1.248,0.611,41.565,-300.476,-164.673
0.612,1.168,0.646,35.034,-314.941,-180.420
0.561,1.103,0.656,20.386,-331.238,-211.365
0.450,0.921,0.640,13.733,-326.660,-223.877
0.404,0.820,0.617,12.146,-302.795,-243.774
0.323,0.588,0.561,15.930,-291.260,-251.465
0.252,0.435,0.527,20.996,-276.672,-255.920
0.092,0.038,0.452,20.569,-270.935,-250.977
0.030,-0.192,0.417,10.864,-254.639,-217.712
-0.044,-0.701,0.373,-1.038,-242.126,-184.021
-0.102,-0.943,0.339,-31.555,-203.369,-100.769
-0.209,-1.407,0.225,-41.138,-174.683,-64.026
-0.259,-1.599,0.180,-40.955,-141.663,-36.194
-0.373,-1.841,0.241,-3.967,-84.717,-15.564
-0.346,-1.861,0.401,34.485,-76.843,-25.391
-0.216,-1.798,0.666,124.817,-103.760,-69.946
0.255,-1.523,1.293,143.188,-111.389,-87.036
0.526,-1.396,1.474,90.881,-51.331,-76.965
0.883,-1.291,1.386,38.818,13.306,-42.908
0.842,-1.319,1.197,-51.331,149.658,72.083
0.417,-1.433,0.783,-76.233,200.989,124.695
0.205,-1.464,0.613,-92.285,259.399,177.979
-0.007,-1.390,0.453,-91.248,273.254,188.232
-0.033,-1.284,0.447,-81.543,277.344,200.745
0.008,-0.999,0.460,-78.003,268.555,203.979
0.066,-0.847,0.472,-78.247,254.089,206.055
0.222,-0.476,0.518,-75.073,260.010,202.881
0.299,-0.255,0.525,-66.772,279.175,196.472
0.381,-0.021,0.521,-36.316,342.224,176.147
0.547,0.365,0.486,-18.066,369.751,167.114
0.573,0.486,0.446,8.362,392.700,156.189
0.608,0.592,0.351,17.822,387.146,150.330
0.668,0.611,0.349,40.161,355.591,137.756
0.827,0.751,0.403,50.842,336.304,135.620
0.850,0.853,0.399,45.776,289.307,131.348
0.841,0.923,0.288,25.757,262.024,123.291
0.828,0.938,0.205,2.686,236.023,112.183
0.807,0.964,0.124,-21.851,197.083,98.572
0.733,1.016,0.023,-19.043,182.312,94.910
0.700,1.044,0.022,-5.188,140.320,80.017
0.661,1.104,0.040,-5.249,110.535,70.374
0.646,1.143,0.028,-24.292,48.401,52.429
0.674,1.224,-0.032,-32.959,20.813,41.016
0.730,1.215,-0.055,-19.775,-14.526,5.920
0.869,1.103,0.005,3.052,-19.226,-10.498
0.916,1.042,0.081,55.237,-10.254,-23.804
0.985,0.928,0.234,70.740,-5.554,-23.071
1.000,0.871,0.277,72.876,-5.737,-20.874
1.004,0.826,0.288,44.250,-21.667,-12.756
0.982,0.784,0.247,24.963,-31.250,-6.531
0.956,0.786,0.219,0.916,-37.109,6.653
0.913,0.792,0.168,-4.089,-33.447,11.780
0.894,0.779,0.139,-8.667,-17.944,18.677
0.844,0.713,0.087,-8.789,-7.080,21.362
0.838,0.669,0.058,-9.155,15.930,23.193
0.862,0.584,-0.010,-10.193,24.597,21.484
0.875,0.553,-0.042,-10.193,29.480,16.907
0.866,0.511,-0.075,-8.667,25.024,15.320
0.849,0.494,-0.073,-6.470,16.602,13.977
0.833,0.480,-0.063,-4.211,-2.136,12.085
0.813,0.461,-0.046,-4.822,-7.080,12.573
0.802,0.463,-0.038,-4.089,-5.615,14.038
0.785,0.478,-0.019,-3.113,-2.258,13.123
0.784,0.484,-0.010,-2.808,1.099,7.263
0.802,0.480,0.002,-3.662,1.099,4.089
0.815,0.476,0.000,-6.226,3.052,0.977
0.827,0.480,-0.021,-7.446,4.761,0.061
0.833,0.486,-0.030,-9.216,5.493,-1.160
0.847,0.500,-0.046,-10.376,4.578,-1.160
0.841,0.517,-0.052,-11.292,1.831,-0.854
0.848,0.543,-0.050,-10.864,1.038,-1.160
0.849,0.551,-0.048,-10.132,0.549,-1.648
0.819,0.582,-0.047,-9.155,0.793,-1.953
0.818,0.587,-0.048,-7.202,0.000,-6.042
0.840,0.564,-0.056,-6.836,0.000,-7.812
0.841,0.561,-0.060,-5.554,1.404,-7.629
0.845,0.562,-0.061,-1.892,4.395,-7.141
0.875,0.539,-0.054,-2.075,3.784,-7.874
0.875,0.531,-0.056,-3.845,2.258,-3.967
0.851,0.550,-0.069,-4.395,2.136,-1.953
0.850,0.553,-0.076,-5.493,0.671,-3.296
0.842,0.552,-0.085,-4.395,0.000,-3.845
0.833,0.552,-0.084,0.244,0.183,-3.845
0.841,0.539,-0.068,1.770,0.000,-4.333
0.847,0.534,-0.057,2.808,-0.183,-4.578
0.869,0.525,-0.045,2.380,0.244,-4.700
0.885,0.518,-0.043,0.122,0.854,-3.540
0.875,0.530,-0.053,-0.610,0.671,-1.465
0.861,0.540,-0.056,-0.732,0.183,0.061
0.856,0.537,-0.052,-0.183,-0.549,-0.977
0.847,0.534,-0.053,0.000,-0.122,-1.160
0.838,0.536,-0.054,1.099,2.075,-0.549
0.842,0.529,-0.053,1.160,2.319,-1.465
0.841,0.523,-0.054,1.038,0.000,-2.258
0.839,0.523,-0.054,1.099,-1.404,-2.625
0.849,0.515,-0.050,0.854,-3.906,-5.066
0.874,0.495,-0.038,0.610,-4.089,-5.127
0.875,0.494,-0.035,0.305,-1.221,-2.625
0.874,0.504,-0.041,-0.244,0.183,-2.014
0.870,0.510,-0.047,-1.709,0.610,-1.831
0.853,0.526,-0.059,-1.526,0.549,-1.770
0.849,0.530,-0.062,-0.549,0.366,-2.441
0.851,0.528,-0.066,-0.549,0.000,-2.319
0.849,0.531,-0.066,0.061,-1.587,-1.160
0.850,0.537,-0.057,0.916,-2.502,-1.465
0.861,0.533,-0.051,1.648,-2.197,-2.625
0.868,0.529,-0.048,1.648,-0.854,-2.136
0.865,0.534,-0.050,1.526,0.916,-1.038
0.860,0.539,-0.055,1.465,3.235,-0.610
0.862,0.537,-0.062,1.953,3.113,-1.099
0.866,0.532,-0.062,3.052,1.770,-1.099
0.870,0.522,-0.057,3.418,0.916,-0.610
0.868,0.519,-0.052,2.808,-1.160,0.854
0.857,0.523,-0.049,2.136,-2.441,1.465

0.383,-1.225,1.262,97.656,-148.926,-106.873
0.700,-1.205,1.203,30.396,38.757,-43.640
0.689,-1.198,1.053,-16.968,128.906,4.211
0.424,-1.323,0.729,-75.562,248.901,106.140
0.290,-1.393,0.631,-85.632,285.645,141.846
0.184,-1.437,0.588,-90.271,325.745,187.805
0.061,-1.430,0.595,-92.773,333.435,204.956
0.027,-1.370,0.596,-103.943,330.872,229.736
0.073,-1.119,0.566,-108.582,329.346,235.474
0.143,-0.957,0.536,-113.342,350.708,232.605
0.256,-0.547,0.449,-109.619,377.258,229.065
0.322,-0.305,0.390,-75.134,434.692,218.567
0.406,0.141,0.285,-52.307,451.843,209.534
0.413,0.336,0.260,-19.714,451.294,188.354
0.440,0.685,0.232,-9.460,437.744,177.185
0.482,0.813,0.208,-1.465,419.250,165.466
0.528,0.919,0.172,7.690,371.826,142.822
0.598,1.084,0.102,8.972,343.201,132.141
0.624,1.143,0.088,12.756,267.822,102.234
0.737,1.188,0.115,14.160,221.558,83.862
0.782,1.178,0.133,-0.793,132.446,60.608
0.756,1.114,0.083,-15.320,95.886,56.885
0.745,1.102,0.035,-36.316,52.063,41.626
0.757,1.142,-0.060,-38.391,48.584,31.067
0.734,1.177,-0.094,-33.691,52.795,24.902
0.703,1.200,-0.107,-6.226,57.434,16.724
0.711,1.159,-0.053,9.766,50.537,2.563
0.758,1.108,0.009,31.250,17.822,-37.170
0.872,0.975,0.155,35.950,-1.160,-48.584
0.919,0.933,0.217,30.640,-27.222,-42.358
0.967,0.906,0.242,18.982,-34.424,-32.898
0.981,0.892,0.193,-12.634,-39.124,-20.020
0.993,0.849,0.038,-21.118,-36.011,-17.029
1.001,0.828,-0.009,-11.902,-26.794,-10.132
1.031,0.784,-0.019,-3.174,-21.423,-7.141
1.027,0.753,-0.008,5.493,-11.536,-4.822
0.993,0.656,0.011,5.615,-9.033,-3.235
0.980,0.600,0.016,3.113,-7.446,-0.549
0.966,0.525,-0.011,-6.958,-3.357,6.897
0.948,0.503,-0.042,-11.414,1.099,9.277
0.918,0.488,-0.075,-11.658,14.893,10.071
0.860,0.464,-0.110,-7.751,21.423,8.850
0.853,0.448,-0.115,-1.404,25.085,3.967
0.872,0.412,-0.115,-0.977,21.301,2.075
0.882,0.402,-0.114,-3.296,6.836,0.732
0.883,0.402,-0.109,-4.822,-0.610,1.160
0.877,0.408,-0.111,-6.470,-9.094,3.784
0.861,0.423,-0.115,-5.615,-8.789,4.028
0.860,0.433,-0.112,-0.793,-1.099,0.793
0.878,0.435,-0.096,1.038,2.869,-0.977
0.885,0.438,-0.090,0.427,4.883,-1.343
0.875,0.462,-0.095,-1.038,3.296,-0.977
0.877,0.473,-0.095,-2.258,0.916,-1.404
0.878,0.483,-0.092,-2.441,-3.540,-3.845
0.884,0.486,-0.086,-2.136,-4.639,-4.395
0.888,0.482,-0.084,-2.258,-4.333,-2.686
0.874,0.490,-0.082,-1.892,-3.662,-1.038
0.865,0.500,-0.082,-1.709,-3.845,-0.244
0.854,0.516,-0.083,-2.258,-4.456,-1.343
0.854,0.515,-0.087,-2.563,-4.211,-4.944
0.865,0.500,-0.086,-2.625,-4.150,-6.104
0.866,0.493,-0.085,-2.930,-4.883,-4.272
0.851,0.490,-0.097,-2.502,-4.639,-2.625
0.849,0.488,-0.099,-0.610,-3.113,-2.258
0.856,0.484,-0.098,-0.427,-2.686,-2.502
0.848,0.490,-0.101,-0.427,-3.357,-2.808
0.846,0.492,-0.101,-0.061,-4.211,-4.089
0.872,0.476,-0.094,0.916,-6.775,-6.714
0.910,0.458,-0.090,0.854,-7.812,-6.104
0.914,0.462,-0.093,0.793,-8.118,-4.883
0.932,0.462,-0.095,1.404,-7.263,-5.554
0.937,0.459,-0.090,3.967,-3.052,-4.944
0.927,0.465,-0.083,5.066,-0.488,-3.540
0.924,0.467,-0.081,5.249,2.319,-1.709
0.916,0.470,-0.079,5.371,1.953,-0.549
0.910,0.473,-0.076,5.676,-1.099,1.770
0.896,0.474,-0.067,5.310,-3.052,2.441
0.887,0.475,-0.061,4.883,-5.615,2.991
0.878,0.474,-0.049,4.456,-5.798,2.930
0.874,0.472,-0.048,3.723,-3.418,2.625
0.862,0.472,-0.049,3.845,-1.404,2.197
0.859,0.471,-0.047,3.601,1.587,0.854
0.850,0.476,-0.051,2.869,1.587,0.610
0.847,0.482,-0.057,0.671,-0.183,-0.305
0.852,0.482,-0.062,0.427,-0.366,-0.977
0.853,0.481,-0.061,1.038,0.549,-1.709
0.865,0.473,-0.057,0.732,0.671,-2.136
0.875,0.466,-0.060,-0.183,1.221,-2.319
0.864,0.472,-0.066,0.366,2.014,-1.526
0.854,0.480,-0.069,1.160,1.404,-2.380
0.875,0.465,-0.068,0.793,-0.305,-4.211
0.887,0.460,-0.065,0.671,-2.075,-4.089
0.880,0.476,-0.063,0.671,-1.831,-3.235
0.883,0.479,-0.064,0.427,-1.831,-5.188
0.909,0.461,-0.065,1.038,-1.465,-6.348
0.913,0.457,-0.064,2.136,1.831,-5.127
0.908,0.463,-0.064,1.770,2.747,-4.028
0.911,0.463,-0.064,0.366,1.160,-2.747
0.906,0.465,-0.063,0.183,0.122,-1.831
0.899,0.469,-0.062,0.916,-0.793,-1.099
0.899,0.465,-0.052,1.221,-1.160,-1.343
0.895,0.466,-0.047,0.244,-2.136,-0.671
0.888,0.468,-0.050,-0.793,-2.319,-0.549
0.887,0.468,-0.055,-1.831,-1.038,-1.160
0.888,0.466,-0.063,-1.404,0.244,-1.404
0.893,0.461,-0.069,-0.610,2.075,-1.953
0.894,0.456,-0.079,-0.305,2.319,-1.587
0.890,0.458,-0.083,0.244,1.038,-1.648
0.890,0.455,-0.083,0.610,-0.122,-2.136
0.889,0.453,-0.078,1.709,-1.282,-0.977
0.884,0.464,-0.075,1.709,-1.221,-0.427
0.887,0.467,-0.075,1.221,-1.099,-1.709
0.903,0.460,-0.069,1.526,-0.732,-1.709
0.903,0.461,-0.066,1.953,0.427,-0.427
0.908,0.463,-0.066,2.014,0.244,-0.793
0.914,0.460,-0.063,2.563,-1.099,-0.732
0.905,0.459,-0.056,2.563,-1.465,0.305
0.897,0.463,-0.056,1.343,-1.099,1.587
0.903,0.466,-0.060,0.854,-0.610,1.465

-0.372,-1.690,0.642,49.866,-237.122,-92.651
-0.199,-1.563,0.999,103.210,-372.498,-160.706
0.151,-1.212,1.642,108.765,-407.104,-173.157
