aX,aY,aZ,gX,gY,gZ
0.069,-0.222,0.953,7.202,2.258,1.770
0.067,-0.212,0.964,8.911,-1.526,-2.930
0.083,-0.208,0.969,8.545,-3.479,-7.202
0.111,-0.203,0.974,8.911,-5.493,-11.475
0.123,-0.201,0.979,8.179,-3.601,-10.498
0.149,-0.222,0.990,7.019,-2.258,-8.606
0.162,-0.227,0.996,4.578,-2.441,-3.113
0.169,-0.215,0.990,2.563,-3.174,-0.793
0.167,-0.209,0.976,1.465,-2.930,1.587
0.158,-0.201,0.956,3.052,-2.563,1.587
0.150,-0.200,0.962,7.385,-3.052,0.671
0.135,-0.192,0.979,8.606,-2.869,0.671
0.127,-0.194,0.979,8.972,-0.854,0.671
0.145,-0.224,0.994,7.996,-1.831,-0.427
0.146,-0.217,0.998,2.808,-6.348,-0.183
0.137,-0.209,0.989,3.296,-0.122,2.563
0.127,-0.211,0.986,4.395,4.028,2.686
0.128,-0.211,0.983,2.625,5.676,2.380
0.129,-0.201,0.966,1.404,4.089,2.075
0.135,-0.203,0.963,1.587,-0.488,-1.648
0.154,-0.214,0.975,1.831,-2.441,-2.991
0.153,-0.213,0.977,2.441,-0.427,-1.160
0.146,-0.221,0.969,3.784,2.258,-0.061
0.152,-0.229,0.971,5.127,2.441,1.526
0.141,-0.225,0.983,4.211,1.587,2.686
0.131,-0.226,0.979,3.906,2.563,3.601
0.138,-0.235,0.991,4.517,2.563,3.296
0.149,-0.236,0.994,0.671,3.723,2.319
0.149,-0.235,0.974,-1.892,6.165,3.113
0.154,-0.235,0.943,-1.099,6.287,2.991
0.156,-0.236,0.941,0.793,4.761,2.930
0.156,-0.236,0.950,1.343,4.028,3.479
0.158,-0.228,0.964,2.014,4.272,4.761
0.159,-0.226,0.969,0.427,3.357,5.981
0.153,-0.220,0.971,-1.160,2.319,6.714
0.148,-0.216,0.968,-2.747,2.747,7.751
0.145,-0.212,0.971,-2.441,4.211,7.874
0.146,-0.211,0.973,-2.014,6.042,7.935
0.137,-0.191,0.982,-1.953,6.531,8.972
0.150,-0.178,0.972,-5.005,8.606,7.935
0.145,-0.173,0.956,-7.568,6.592,4.639
0.151,-0.167,0.963,-4.517,2.930,2.075
0.172,-0.167,0.977,-3.235,3.601,2.686
0.194,-0.185,0.974,-2.441,5.249,3.906
0.198,-0.193,0.971,-1.831,3.418,4.944
0.194,-0.203,0.980,-1.160,2.686,5.737
0.191,-0.206,0.989,0.366,0.366,6.042
0.186,-0.210,0.995,0.671,-2.197,3.845
0.177,-0.216,1.003,0.244,-2.319,2.747
0.173,-0.217,1.002,-1.038,-1.099,2.380
0.167,-0.216,1.002,-1.465,-0.671,2.380
0.169,-0.217,1.006,-3.174,-0.305,2.258
0.167,-0.219,0.999,-4.578,0.183,2.197
0.166,-0.218,0.986,-6.470,1.526,2.258
0.162,-0.209,0.961,-6.042,1.831,2.502
0.161,-0.200,0.952,-2.197,2.869,2.625
0.163,-0.195,0.951,-0.244,3.418,2.563
0.167,-0.199,0.955,0.427,1.282,1.465
0.165,-0.205,0.954,0.061,-0.549,0.732
0.167,-0.214,0.964,0.793,-0.732,0.122
0.169,-0.215,0.969,0.488,-0.427,0.427
0.154,-0.211,0.967,0.610,-0.183,0.366
0.155,-0.209,0.976,0.488,-1.526,-1.709
0.172,-0.208,0.987,-0.977,-3.113,-2.686
0.173,-0.206,0.976,-1.221,-1.343,-2.136
0.178,-0.200,0.966,0.671,1.343,-1.282
0.185,-0.200,0.973,2.075,2.197,-0.183
0.182,-0.198,0.971,1.465,1.465,0.183
0.180,-0.196,0.966,1.221,1.282,-0.366
0.185,-0.191,0.968,1.038,0.061,-1.160
0.185,-0.194,0.966,0.305,-2.258,-1.953

-1.098,-0.292,1.436,-4.089,3.296,3.540
-1.178,-0.332,1.364,-27.283,8.484,-51.392
-1.131,-0.369,1.313,-53.101,-9.094,-95.703
-0.995,-0.402,1.199,-64.453,-21.912,-112.854
-0.794,-0.352,1.019,-71.838,-21.484,-143.921
-0.681,-0.305,0.948,-59.570,8.179,-161.621
-0.483,-0.272,0.817,-50.049,23.621,-164.612
-0.354,-0.314,0.732,-32.227,42.175,-167.297
-0.111,-0.437,0.617,-23.743,44.617,-165.100
0.037,-0.482,0.591,-5.676,65.063,-166.626
0.531,-0.706,0.499,6.165,87.402,-173.584
0.907,-0.850,0.472,29.968,105.896,-193.665
1.882,-1.063,0.556,34.790,84.778,-194.031
2.826,-1.146,0.777,34.668,30.029,-167.358
3.123,-1.122,0.917,38.330,7.263,-114.563
3.182,-0.956,1.017,31.860,7.202,-77.515
3.000,-0.838,0.920,-8.972,5.127,8.362
2.343,-0.573,0.586,-25.940,-6.409,49.561
1.997,-0.473,0.468,-22.034,-31.311,104.004
1.490,-0.378,0.401,-9.521,-45.105,110.901
1.307,-0.344,0.413,3.967,-64.575,115.845
0.998,-0.329,0.467,4.456,-64.819,125.854
0.844,-0.331,0.513,-2.258,-60.791,143.616
0.541,-0.338,0.520,-10.681,-60.669,146.606
0.460,-0.364,0.476,-15.625,-59.692,159.485
0.291,-0.391,0.462,-4.517,-58.167,171.509
0.115,-0.385,0.527,32.166,-53.955,190.308
-0.293,-0.403,0.729,46.631,-54.382,187.988
-0.462,-0.445,0.842,58.899,-53.772,173.279
-0.818,-0.482,1.049,57.678,-47.546,171.204
-0.978,-0.469,1.135,46.753,-27.893,166.321
-1.178,-0.415,1.228,37.537,-20.020,158.997
-1.247,-0.382,1.261,17.517,-14.954,138.550
-1.234,-0.386,1.267,10.864,-14.526,124.023
-1.141,-0.385,1.255,3.967,-9.766,91.064
-1.069,-0.371,1.241,1.831,-4.028,77.087
-0.904,-0.302,1.194,-4.150,11.841,50.293
-0.786,-0.268,1.156,-10.193,18.982,17.883
-0.467,-0.250,1.080,-12.085,18.005,0.854
-0.308,-0.249,1.047,-12.512,16.724,-26.367
-0.026,-0.251,0.974,-10.376,20.020,-34.729
0.102,-0.265,0.933,-2.197,23.193,-39.307
0.267,-0.258,0.908,2.197,16.418,-37.903
0.316,-0.243,0.931,7.874,-3.235,-38.696
0.404,-0.230,0.963,7.507,-8.972,-39.673
0.428,-0.222,0.962,4.333,-8.667,-32.471
0.422,-0.199,0.956,3.723,-3.784,-25.452
0.401,-0.192,0.956,3.296,5.493,-10.803
0.346,-0.193,0.946,3.479,7.996,-4.883
0.323,-0.192,0.942,3.113,9.949,1.526
0.284,-0.172,0.946,2.136,8.545,2.441
0.250,-0.165,0.941,-1.587,1.160,3.174
0.236,-0.164,0.935,-3.967,-1.282,3.723
0.219,-0.159,0.937,-3.113,0.977,4.822
0.210,-0.166,0.941,-1.587,4.517,7.141
0.195,-0.175,0.949,-1.038,4.883,6.653
0.192,-0.178,0.953,0.000,2.563,6.775
0.173,-0.171,0.970,0.549,1.404,6.897
0.166,-0.171,0.976,1.282,2.563,5.554
0.165,-0.177,0.976,1.099,2.258,4.883
0.162,-0.177,0.976,0.793,-0.427,4.578
0.155,-0.170,0.971,0.854,0.244,4.578
0.139,-0.161,0.960,0.854,3.784,5.798
0.133,-0.162,0.958,1.526,2.319,4.761
0.141,-0.168,0.955,1.221,-1.160,2.502
0.142,-0.168,0.954,1.648,-5.798,-0.244
0.153,-0.189,0.965,2.930,-4.822,-0.671
0.167,-0.203,0.980,3.601,-3.845,0.122
0.170,-0.207,0.989,3.235,-3.601,1.526
0.169,-0.210,0.984,4.578,1.709,3.967
0.177,-0.210,0.984,5.676,3.357,4.761
0.171,-0.202,0.985,5.432,2.991,6.104
0.155,-0.197,0.970,5.493,3.540,5.737
0.163,-0.207,0.967,7.812,2.686,3.113
0.182,-0.221,0.979,8.728,0.549,3.174
0.178,-0.224,0.984,9.644,-1.770,3.967
0.180,-0.238,0.996,9.277,-2.502,3.235
0.179,-0.240,1.005,6.042,-4.639,3.784
0.164,-0.221,1.004,4.944,-2.930,4.517
0.157,-0.217,0.998,4.333,2.808,3.052
0.164,-0.218,0.995,3.540,2.441,1.709
0.170,-0.219,0.998,0.244,-2.197,-0.488
0.184,-0.225,0.993,-0.916,-3.540,-1.526
0.197,-0.229,0.991,-1.282,-4.028,-1.709
0.198,-0.230,0.992,-1.343,-3.174,-0.793
0.196,-0.225,0.987,-1.648,0.610,2.136
0.191,-0.218,0.981,-1.770,2.808,3.723
0.173,-0.207,0.961,-2.075,4.761,4.822
0.165,-0.203,0.955,-2.441,2.625,2.380
0.167,-0.207,0.951,-2.747,0.854,0.488
0.175,-0.208,0.953,-2.869,-2.563,-1.770
0.191,-0.208,0.960,-2.869,-2.625,-1.892
0.196,-0.208,0.958,-2.319,0.000,0.061
0.187,-0.201,0.950,-1.282,1.404,1.526
0.181,-0.199,0.951,0.916,1.953,2.319
0.175,-0.199,0.962,1.221,0.671,1.953
0.170,-0.199,0.966,0.671,-1.038,0.793
0.169,-0.198,0.965,0.793,-0.732,0.000
0.177,-0.198,0.967,1.770,-0.183,-0.793
0.189,-0.202,0.971,2.136,0.305,-0.916
0.197,-0.210,0.973,1.587,-0.305,-1.465
0.216,-0.219,0.974,0.793,-1.587,-1.038
0.213,-0.222,0.971,-0.061,-1.038,0.977
0.210,-0.220,0.967,0.122,0.183,2.991
0.185,-0.205,0.964,0.427,0.061,3.723
0.174,-0.199,0.964,0.427,-0.366,2.502
0.174,-0.192,0.968,0.061,-1.587,1.221
0.175,-0.190,0.972,-0.854,-2.075,0.183
0.182,-0.192,0.967,-0.977,-1.099,-0.122
0.189,-0.197,0.963,-0.244,-0.732,-0.305
0.197,-0.208,0.972,0.244,-1.160,0.244
0.197,-0.209,0.976,-0.061,-1.038,2.014
0.194,-0.205,0.971,-0.305,-0.671,2.563
0.189,-0.201,0.967,0.244,0.244,3.113
0.180,-0.194,0.964,0.488,0.244,2.991
0.172,-0.193,0.965,0.488,-0.916,2.075
0.157,-0.195,0.970,0.427,-1.526,1.160
0.156,-0.197,0.968,-0.061,-1.953,-0.549
0.167,-0.199,0.955,0.061,-1.160,-0.671

-0.989,-0.433,1.384,1.587,2.258,21.118
-1.134,-0.350,1.366,-17.212,31.799,0.305
-1.145,-0.303,1.245,-41.321,48.279,-37.292
-1.082,-0.306,1.160,-59.814,30.151,-95.459
-0.863,-0.343,1.031,-63.049,12.756,-125.122
-0.503,-0.451,1.028,-60.059,-9.277,-168.579
-0.357,-0.507,1.026,-57.922,4.333,-179.810
-0.160,-0.589,0.964,-53.955,20.508,-182.495
-0.064,-0.607,0.906,-55.054,45.227,-199.585
0.213,-0.646,0.740,-62.988,34.424,-211.182
0.633,-0.687,0.631,-62.805,-18.738,-229.675
0.888,-0.689,0.648,-28.809,-9.888,-223.938
1.326,-0.683,0.656,-10.620,34.973,-209.167
1.492,-0.682,0.598,5.005,114.563,-177.490
1.824,-0.650,0.534,3.418,102.722,-157.471
1.908,-0.602,0.556,-3.296,27.039,-116.638
1.980,-0.539,0.616,-0.061,-0.427,-100.281
2.008,-0.550,0.629,14.465,-22.156,-63.110
1.929,-0.560,0.656,21.301,-24.292,-40.283
1.797,-0.545,0.678,29.358,-30.151,4.761
1.479,-0.494,0.757,29.358,-35.706,23.437
1.202,-0.447,0.863,16.785,-50.720,56.091
1.085,-0.439,0.885,6.531,-56.763,67.322
0.908,-0.399,0.853,-7.324,-58.228,77.087
0.850,-0.375,0.805,-14.526,-42.969,87.158
0.722,-0.376,0.722,-14.526,-36.560,96.558
0.620,-0.367,0.712,1.526,-26.917,120.972
0.350,-0.286,0.770,12.390,-19.470,132.935
0.208,-0.226,0.826,20.813,-0.610,145.813
-0.000,-0.150,0.883,16.785,7.202,143.860
-0.075,-0.136,0.871,4.822,2.686,138.184
-0.199,-0.150,0.838,2.808,-9.644,138.367
-0.286,-0.161,0.852,9.338,-32.837,139.709
-0.518,-0.173,0.963,16.907,-34.546,137.329
-0.618,-0.179,1.050,31.799,-18.494,127.747
-0.743,-0.212,1.200,30.823,-8.850,122.314
-0.769,-0.241,1.241,12.268,-3.418,107.239
-0.796,-0.261,1.278,3.174,-4.578,96.619
-0.780,-0.260,1.266,-4.089,-0.305,70.801
-0.659,-0.243,1.211,-2.991,5.005,58.472
-0.572,-0.225,1.184,1.160,13.794,39.673
-0.394,-0.203,1.126,2.441,16.663,34.241
-0.327,-0.203,1.092,5.371,21.606,26.978
-0.228,-0.191,1.038,7.324,21.973,20.569
-0.182,-0.187,1.016,9.094,15.076,3.662
-0.081,-0.185,0.986,9.766,10.254,-4.456
-0.023,-0.193,0.975,11.841,3.235,-15.564
0.091,-0.221,0.957,12.817,-0.549,-17.395
0.144,-0.246,0.965,15.320,-6.042,-15.686
0.166,-0.257,0.976,17.456,-5.188,-14.343
0.196,-0.263,1.004,18.860,-0.366,-9.033
0.194,-0.257,1.012,17.517,2.197,-5.676
0.191,-0.252,1.011,12.207,5.188,-2.930
0.196,-0.239,0.999,8.728,2.136,-4.089
0.197,-0.229,0.991,1.343,-8.118,-5.737
0.211,-0.218,0.974,0.122,-8.911,-4.211
0.211,-0.217,0.973,4.333,-0.854,-0.366
0.202,-0.217,0.974,6.653,3.540,0.610
0.190,-0.218,0.961,5.859,6.958,1.038
0.184,-0.221,0.954,4.333,5.920,0.061
0.187,-0.217,0.948,2.319,0.183,-3.967
0.197,-0.216,0.946,1.587,-2.136,-5.554
0.224,-0.226,0.942,0.916,-3.418,-6.409
0.223,-0.223,0.944,1.587,-2.563,-4.700
0.215,-0.217,0.947,2.930,0.732,-0.427
0.186,-0.192,0.955,2.991,1.282,0.549
0.164,-0.169,0.971,2.625,1.709,1.099
0.163,-0.157,0.979,0.977,2.441,-0.427
0.164,-0.140,0.974,0.916,3.723,-1.648
0.169,-0.143,0.970,3.235,7.751,-4.028
0.199,-0.169,0.968,4.150,7.385,-5.127
0.219,-0.194,0.971,4.028,-0.244,-6.836
0.243,-0.237,0.990,4.578,-3.662,-6.165
0.246,-0.252,1.002,5.859,-3.601,-3.723
0.234,-0.257,1.010,6.409,4.944,3.601
0.219,-0.250,1.000,1.953,10.315,9.460
0.186,-0.224,0.960,-0.061,9.094,9.827
0.176,-0.219,0.944,-1.099,4.028,5.798
0.177,-0.203,0.939,-0.427,1.343,3.296
0.181,-0.190,0.942,-0.122,-2.258,0.610
0.174,-0.185,0.933,0.000,-2.747,0.854
0.171,-0.193,0.934,2.075,-2.441,2.808
0.183,-0.203,0.948,2.747,-2.563,3.479
0.182,-0.207,0.952,3.113,-1.831,5.493
0.184,-0.215,0.961,3.052,-0.793,6.958
0.191,-0.216,0.968,1.038,-0.488,10.071
0.185,-0.209,0.969,0.061,0.244,11.475
0.183,-0.207,0.963,-0.610,5.188,11.597
0.203,-0.215,0.950,-1.038,6.287,11.169
0.208,-0.214,0.946,-1.465,4.089,11.963
0.206,-0.203,0.941,-1.099,3.540,12.512
0.208,-0.204,0.937,0.244,3.235,11.841
0.213,-0.211,0.945,1.160,2.319,10.925
0.211,-0.212,0.959,1.831,-1.221,9.094
0.200,-0.212,0.985,1.770,-2.258,7.568
0.198,-0.214,0.993,0.916,-2.136,3.357
0.201,-0.215,0.998,0.305,-2.563,1.587
0.203,-0.216,0.993,0.183,-2.686,-0.061
0.207,-0.217,0.987,1.160,-1.892,-0.122
0.208,-0.214,0.991,2.686,-0.183,0.061
0.206,-0.216,1.000,2.319,0.061,0.366
0.208,-0.220,1.004,-0.610,-1.038,1.404
0.202,-0.211,0.988,-1.770,-0.793,1.770
0.198,-0.206,0.973,-1.526,1.831,1.465
0.201,-0.207,0.963,-1.221,0.671,0.366
0.205,-0.210,0.965,-1.526,-4.700,-1.770
0.213,-0.215,0.971,-1.648,-4.822,-1.404
0.212,-0.213,0.967,-1.648,-0.488,1.709
0.192,-0.204,0.953,-1.038,1.282,2.991
0.181,-0.201,0.951,0.183,0.793,2.197
0.178,-0.200,0.956,0.061,-1.526,0.427
0.195,-0.204,0.958,-0.061,-4.822,-2.502
0.199,-0.207,0.960,1.038,-3.052,-1.892
0.191,-0.211,0.969,1.648,-1.404,-1.221
0.193,-0.213,0.974,0.977,-0.549,-1.343
0.200,-0.209,0.966,-0.061,-1.343,-1.526
0.199,-0.207,0.961,-0.610,-0.916,-1.282
0.200,-0.210,0.966,-0.305,-0.488,-1.221
0.197,-0.211,0.968,-0.488,-0.549,-1.099

-0.987,-0.372,1.349,2.502,-19.958,-12.329
-1.090,-0.344,1.312,-19.836,-16.357,-44.434
-1.105,-0.344,1.264,-36.499,-14.343,-76.843
-1.071,-0.368,1.181,-38.696,-10.376,-91.187
-1.028,-0.393,1.146,-39.185,-2.258,-119.629
-0.866,-0.465,1.078,-39.307,-4.883,-151.611
-0.614,-0.537,1.058,-42.297,-6.714,-166.077
-0.494,-0.578,1.049,-46.692,0.488,-181.030
-0.191,-0.682,1.001,-39.978,9.338,-184.998
0.083,-0.697,0.936,-35.889,37.659,-187.317
0.201,-0.689,0.874,-44.067,49.133,-187.195
0.573,-0.646,0.707,-42.786,53.284,-189.819
0.815,-0.633,0.644,-31.799,74.585,-188.171
1.221,-0.559,0.607,-24.963,81.482,-178.955
1.371,-0.508,0.594,-20.386,79.102,-153.870
1.677,-0.477,0.580,-18.555,75.806,-144.348
1.853,-0.480,0.581,-10.254,54.749,-126.343
2.143,-0.506,0.612,-5.371,38.940,-113.037
2.257,-0.524,0.643,5.310,11.902,-70.190
2.397,-0.575,0.646,6.165,-1.648,-42.725
2.354,-0.574,0.605,0.366,-28.870,17.700
2.017,-0.529,0.554,0.366,-36.987,44.312
1.621,-0.471,0.561,4.944,-54.504,79.590
1.449,-0.460,0.552,7.202,-65.796,109.619
1.045,-0.417,0.525,12.695,-60.425,127.502
0.850,-0.388,0.533,30.823,-35.461,152.283
0.497,-0.317,0.564,35.339,-20.325,161.255
0.341,-0.294,0.585,36.865,-3.235,180.786
0.011,-0.324,0.628,40.161,-7.996,180.908
-0.132,-0.341,0.670,48.401,-30.701,166.260
-0.343,-0.369,0.812,50.903,-39.307,166.077
-0.427,-0.378,0.894,56.335,-34.485,160.828
-0.544,-0.446,1.047,59.326,-27.954,154.114
-0.635,-0.471,1.133,61.584,-23.621,136.230
-0.832,-0.457,1.289,57.434,-19.287,123.840
-0.883,-0.448,1.329,36.621,-5.493,96.558
-0.863,-0.424,1.324,23.987,-1.709,84.717
-0.742,-0.384,1.253,2.563,1.404,64.453
-0.672,-0.367,1.215,-6.104,10.132,51.331
-0.546,-0.328,1.160,-5.066,17.883,48.218
-0.485,-0.304,1.134,1.160,32.349,40.833
-0.356,-0.267,1.071,2.747,33.142,35.034
-0.288,-0.262,1.030,2.319,23.010,19.348
-0.146,-0.255,0.978,2.869,16.846,10.742
-0.080,-0.252,0.973,6.714,10.376,-1.770
0.033,-0.256,0.964,9.277,10.986,-4.456
0.086,-0.257,0.960,14.099,13.123,-5.981
0.167,-0.259,0.954,15.564,11.597,-6.226
0.194,-0.260,0.951,16.174,4.578,-9.644
0.218,-0.273,0.963,16.418,0.488,-11.902
0.237,-0.283,1.007,17.090,-5.981,-15.198
0.243,-0.279,1.030,13.306,-5.188,-10.925
0.242,-0.269,1.028,9.644,-2.625,-7.629
0.239,-0.261,0.978,3.418,-1.343,-5.432
0.231,-0.257,0.959,2.930,-1.221,-3.540
0.212,-0.245,0.951,4.333,0.244,-2.441
0.209,-0.241,0.947,5.249,1.038,-1.892
0.200,-0.241,0.937,4.395,-0.854,-1.709
0.199,-0.242,0.938,4.395,-2.380,-1.892
0.207,-0.244,0.943,3.601,-2.625,-2.563
0.202,-0.242,0.940,2.686,-1.343,-2.075
0.197,-0.241,0.931,3.235,1.221,-1.587
0.202,-0.244,0.929,4.211,0.977,-2.319
0.192,-0.237,0.938,4.822,0.610,-1.831
0.199,-0.244,0.941,4.700,-0.366,-4.272
0.209,-0.251,0.943,2.930,-3.967,-6.592
0.221,-0.257,0.949,2.869,-4.272,-6.409
0.227,-0.263,0.948,4.333,-1.465,-5.066
0.234,-0.282,0.951,5.249,-0.183,-3.540
0.229,-0.276,0.956,5.493,1.526,-0.061
0.217,-0.265,0.953,5.920,3.357,1.038
0.200,-0.265,0.950,6.226,2.197,-0.427
0.204,-0.272,0.952,5.554,-3.357,-4.089
0.211,-0.277,0.958,5.310,-4.517,-4.456
0.213,-0.277,0.959,6.592,-3.052,-3.052
0.210,-0.286,0.961,6.897,-1.770,-1.648
0.204,-0.289,0.962,5.737,0.427,2.014
0.187,-0.284,0.953,5.005,1.038,3.174
0.180,-0.283,0.949,5.188,0.061,2.441
0.186,-0.288,0.960,5.066,-1.465,1.343
0.191,-0.292,0.964,2.625,-2.014,0.793
0.190,-0.289,0.957,2.258,0.000,1.404
0.191,-0.285,0.943,4.028,4.517,2.197
0.189,-0.287,0.940,4.578,4.333,2.197
0.196,-0.287,0.948,4.089,2.808,1.831
0.200,-0.289,0.951,2.136,0.488,0.610
0.199,-0.291,0.944,1.404,0.671,0.488
0.198,-0.299,0.935,2.502,2.380,1.038
0.198,-0.302,0.940,3.479,2.991,1.099
0.200,-0.298,0.942,3.479,3.357,1.221
0.201,-0.292,0.935,2.747,3.540,1.526
0.197,-0.287,0.928,2.319,4.150,1.709
0.195,-0.290,0.935,2.747,4.150,1.160
0.201,-0.290,0.942,1.404,3.174,0.366
0.207,-0.284,0.932,0.549,3.357,0.671
0.213,-0.283,0.926,2.319,4.150,0.732
0.220,-0.283,0.931,3.235,0.793,-1.343
0.226,-0.291,0.932,3.113,-0.549,-1.953
0.225,-0.300,0.932,4.395,-0.244,-1.404
0.223,-0.306,0.943,5.249,0.061,-1.099
0.221,-0.303,0.947,5.066,0.305,-0.244
0.216,-0.303,0.948,4.395,0.610,0.427
0.215,-0.308,0.954,2.930,0.549,0.977
0.216,-0.307,0.961,1.892,0.122,0.793
0.215,-0.304,0.955,0.610,0.549,0.977
0.216,-0.306,0.945,1.099,0.977,1.221
0.219,-0.308,0.943,1.953,1.648,1.343
0.213,-0.295,0.940,1.709,2.197,1.770
0.210,-0.291,0.937,1.526,3.052,2.441
0.214,-0.294,0.934,1.160,2.441,2.136
0.213,-0.293,0.932,0.916,1.709,1.648
0.218,-0.297,0.932,1.465,2.014,1.526
0.223,-0.302,0.935,1.648,1.038,0.488
0.224,-0.301,0.940,1.404,0.061,0.244
0.223,-0.302,0.942,1.404,-0.488,0.061
0.228,-0.309,0.949,1.160,-0.244,0.366
0.225,-0.306,0.947,0.366,1.160,1.709
0.220,-0.302,0.937,0.122,1.831,1.953
0.221,-0.304,0.937,0.244,1.099,1.465

-0.918,-0.464,1.209,-3.540,24.597,1.831
-0.912,-0.490,1.107,-32.043,-3.845,-49.561
-0.891,-0.497,1.089,-48.218,-41.565,-104.797
-0.783,-0.521,1.117,-47.729,-46.631,-124.512
-0.683,-0.554,1.125,-41.565,-20.935,-145.813
-0.474,-0.640,1.107,-39.734,4.944,-149.597
-0.380,-0.651,1.078,-42.969,55.969,-152.710
-0.208,-0.633,0.960,-48.889,68.604,-157.898
-0.117,-0.618,0.895,-53.772,57.007,-178.589
0.154,-0.628,0.813,-50.903,42.908,-190.491
0.386,-0.655,0.798,-45.959,27.649,-203.796
0.917,-0.695,0.726,-42.664,37.598,-197.571
1.191,-0.711,0.675,-30.762,85.876,-174.255
1.742,-0.724,0.597,-26.672,95.581,-158.875
1.958,-0.700,0.564,-26.978,69.214,-118.958
2.184,-0.591,0.537,-24.963,47.180,-99.609
2.220,-0.533,0.528,-14.343,9.216,-65.979
2.177,-0.450,0.493,-10.742,-8.728,-43.762
2.059,-0.420,0.483,-4.333,-32.837,12.268
1.664,-0.362,0.495,1.648,-35.889,37.170
1.256,-0.368,0.553,14.709,-40.466,69.153
1.105,-0.382,0.600,20.203,-50.964,84.717
0.877,-0.414,0.689,19.653,-55.420,93.689
0.764,-0.411,0.706,12.024,-50.537,114.807
0.530,-0.410,0.688,7.324,-38.757,129.944
0.400,-0.412,0.677,6.409,-14.893,158.142
0.115,-0.351,0.702,11.169,-7.690,164.917
-0.011,-0.333,0.720,23.254,-4.517,160.339
-0.222,-0.352,0.773,28.442,-9.705,149.902
-0.308,-0.363,0.843,37.354,-26.978,126.892
-0.430,-0.402,1.038,38.391,-31.738,119.690
-0.448,-0.455,1.121,25.879,-25.879,109.192
-0.515,-0.516,1.189,16.907,-20.630,102.905
-0.576,-0.496,1.198,11.780,-7.019,98.816
-0.659,-0.383,1.214,12.268,4.639,99.060
-0.656,-0.329,1.197,7.263,26.428,87.708
-0.576,-0.265,1.113,3.174,28.870,75.623
-0.515,-0.250,1.082,-1.282,11.353,46.326
-0.408,-0.235,1.070,-1.465,-2.991,32.776
-0.350,-0.232,1.065,-0.427,-18.066,12.146
-0.235,-0.243,1.045,1.770,-15.381,7.202
-0.162,-0.251,1.035,13.184,1.709,6.775
-0.135,-0.249,1.028,22.217,14.893,3.296
-0.066,-0.256,1.016,21.912,13.184,-2.625
0.024,-0.257,1.003,15.991,-1.709,-17.212
0.068,-0.276,0.991,12.512,-11.414,-23.010
0.152,-0.316,0.997,12.512,-11.414,-23.682
0.187,-0.330,1.000,10.925,-5.981,-21.790
0.233,-0.340,0.981,9.583,-1.343,-19.958
0.243,-0.334,0.972,8.972,6.287,-15.381
0.248,-0.312,0.949,8.240,7.690,-13.367
0.231,-0.285,0.935,6.104,6.348,-9.155
0.223,-0.274,0.935,4.639,3.418,-8.240
0.215,-0.272,0.939,3.845,1.587,-8.484
0.211,-0.271,0.944,3.967,-0.305,-9.277
0.211,-0.272,0.957,4.333,-0.061,-9.155
0.209,-0.272,0.962,3.784,2.563,-7.019
0.195,-0.278,0.959,3.052,4.456,-5.493
0.192,-0.276,0.954,1.526,5.676,-5.127
0.195,-0.274,0.947,0.671,5.493,-5.493
0.210,-0.275,0.947,-0.671,4.700,-5.554
0.217,-0.266,0.943,-1.038,4.272,-5.371
0.213,-0.249,0.928,0.061,5.920,-3.174
0.211,-0.248,0.925,1.648,7.202,-1.648
0.215,-0.252,0.930,3.662,6.470,-2.502
0.216,-0.259,0.932,4.028,5.066,-3.967
0.221,-0.282,0.938,5.737,3.540,-4.883
0.235,-0.295,0.943,6.104,2.991,-4.944
0.245,-0.304,0.946,4.761,2.625,-3.357
0.241,-0.303,0.946,4.028,3.723,-1.099
0.231,-0.302,0.944,2.502,4.089,1.831
0.223,-0.299,0.941,2.014,2.075,1.648
0.201,-0.293,0.950,2.991,2.075,1.831
0.201,-0.297,0.960,3.601,2.441,0.488
0.207,-0.288,0.965,2.686,2.075,-0.183
0.202,-0.277,0.955,2.502,4.089,0.977
0.196,-0.282,0.942,3.784,5.676,1.770
0.202,-0.291,0.946,3.723,5.188,0.854
0.200,-0.293,0.954,2.686,4.089,0.000
0.201,-0.296,0.952,2.380,3.601,-1.038
0.215,-0.310,0.957,2.319,3.174,-2.014
0.226,-0.316,0.958,0.488,0.549,-3.967
0.238,-0.315,0.950,-0.427,0.122,-3.601
0.239,-0.315,0.946,-0.183,2.136,-0.916
0.242,-0.323,0.946,-0.183,2.319,0.061
0.235,-0.309,0.944,-1.526,0.977,0.244
0.231,-0.304,0.937,-1.221,2.136,0.488
0.231,-0.306,0.924,-0.610,2.441,0.671
0.233,-0.305,0.926,-0.061,1.648,0.793
0.221,-0.300,0.930,0.305,-0.244,0.854
0.211,-0.299,0.932,0.854,0.061,0.977
0.206,-0.302,0.938,1.404,-0.244,0.427
0.203,-0.305,0.946,0.916,-1.160,-0.183
0.195,-0.303,0.944,0.549,-0.793,-0.183
0.191,-0.302,0.945,1.160,0.305,0.122
0.193,-0.303,0.945,1.526,1.282,-0.427
0.192,-0.304,0.947,0.488,0.244,-1.282
0.193,-0.308,0.950,0.244,0.549,-1.465
0.198,-0.312,0.952,-0.061,1.038,-2.075
0.217,-0.324,0.956,-0.916,0.366,-2.502
0.222,-0.324,0.955,-2.502,0.122,-2.014
