aX,aY,aZ,gX,gY,gZ
-0.055,-0.119,1.143,-163.757,-59.265,-5.066
-0.078,-0.088,1.239,-171.082,-59.448,9.094
-0.058,-0.033,1.355,-163.574,-37.292,4.700
-0.019,-0.011,1.361,-126.343,16.357,-18.799
0.015,0.032,1.334,-110.413,25.208,-26.123
0.006,0.036,1.349,-93.384,3.296,-16.174
-0.037,-0.031,1.361,-83.191,-15.381,-3.540
-0.072,-0.084,1.323,-59.509,-33.325,15.259
-0.077,-0.166,1.200,-54.260,-20.569,16.418
-0.041,-0.166,1.131,-52.368,28.748,2.258
0.041,-0.123,1.028,-50.964,46.143,-6.348
0.056,-0.105,1.010,-48.584,43.335,-11.230
0.052,-0.081,1.047,-47.974,30.701,-7.385
0.057,-0.068,1.074,-45.532,7.080,3.418
0.062,-0.054,1.088,-41.870,0.671,6.165
0.058,-0.045,1.088,-36.011,-0.244,5.310
0.049,-0.043,1.088,-35.461,2.258,3.723
0.040,-0.036,1.095,-36.499,8.362,-1.099
0.034,-0.017,1.116,-35.400,12.207,-2.808
0.047,-0.025,1.099,-26.978,20.203,-1.648
0.073,-0.051,1.023,-23.254,21.423,-0.183
0.082,-0.049,1.003,-25.269,15.930,2.625
0.092,-0.028,1.033,-27.832,11.230,4.089
0.090,-0.031,1.043,-26.917,7.935,4.089
0.098,-0.036,1.022,-26.367,10.925,1.770
0.111,-0.022,1.022,-26.428,14.709,-1.038
0.111,0.011,1.035,-23.010,14.160,-2.319
0.144,0.116,1.221,-15.930,5.371,0.916
0.131,0.103,1.406,35.828,-47.241,13.916
0.093,-0.005,1.219,44.006,-42.419,10.437
0.076,-0.034,1.059,1.404,16.479,-14.648
0.073,-0.013,0.990,-9.399,32.959,-20.203
0.076,-0.045,0.984,-5.310,27.344,-11.353
0.105,-0.052,0.962,-3.967,16.357,-6.897
0.104,-0.026,0.964,-2.380,-2.625,-3.601
0.090,-0.010,0.987,-0.488,-5.127,-1.770
0.099,-0.006,0.994,3.113,1.282,0.610
0.122,-0.012,0.988,5.005,6.287,0.183
0.127,-0.013,0.994,6.592,7.019,-2.930
0.111,-0.023,1.017,5.981,3.174,-3.601
0.110,-0.030,1.034,1.648,-2.991,-1.892
0.112,-0.045,1.031,-0.549,-3.479,-1.160
0.114,-0.046,1.011,-2.686,-0.977,-1.282
0.114,-0.034,0.984,-1.892,0.610,-1.221
0.108,-0.028,0.978,1.343,3.601,-0.549
0.099,-0.021,0.986,2.808,3.357,-0.488
0.086,-0.015,0.998,3.662,-1.892,-1.099
0.068,-0.012,1.023,2.502,-4.150,-0.732
0.073,-0.020,1.021,-1.099,-4.395,-0.549
0.084,-0.032,1.007,-2.686,-4.028,-1.587
0.089,-0.029,1.008,-4.456,-4.761,-2.258
0.095,-0.030,0.997,-4.395,-5.127,-1.404
0.098,-0.030,0.988,-2.441,-6.714,-0.183
0.099,-0.026,0.990,-1.160,-7.080,-0.244
0.098,-0.025,0.997,0.305,-6.470,-0.366
0.093,-0.015,1.004,0.549,-5.371,-0.488
0.092,-0.007,1.004,0.366,-3.174,-0.671
0.092,-0.014,0.998,0.366,-2.808,-0.183
0.090,-0.027,0.992,0.610,-3.052,0.488
0.101,-0.030,0.992,1.282,-4.089,1.343
0.110,-0.028,1.004,1.282,-4.761,1.282
0.096,-0.036,1.012,-0.122,-7.629,0.183
0.080,-0.040,1.009,-1.038,-8.667,-0.793
0.069,-0.038,1.012,-2.258,-8.179,-1.160
0.068,-0.034,1.010,-2.441,-6.897,-1.038
0.074,-0.027,0.999,-1.160,-4.395,-0.854
0.074,-0.026,0.995,-0.732,-4.395,-0.671
0.057,-0.027,1.004,0.427,-4.883,-0.732
0.051,-0.024,1.010,0.793,-3.967,-1.038
0.050,-0.021,1.009,-0.305,0.122,-2.014
0.058,-0.015,0.995,-0.854,2.014,-2.686
0.061,-0.013,0.989,0.183,2.075,-2.625
0.062,-0.025,0.997,1.404,0.671,-1.343
0.066,-0.038,1.001,2.563,0.610,0.427
0.090,-0.035,1.003,2.563,1.648,-0.305
0.096,-0.028,1.007,2.319,0.854,-1.526
0.080,-0.031,1.010,2.258,0.244,-1.648
0.067,-0.033,1.006,2.258,1.587,-1.831
0.052,-0.033,1.001,2.686,2.625,-1.831
0.054,-0.031,0.999,4.028,3.662,-0.854
0.070,-0.024,0.996,4.272,3.296,-0.610
0.075,-0.020,1.000,3.418,2.197,-1.831
0.063,-0.026,1.004,2.808,3.113,-2.747
0.062,-0.028,1.000,2.747,6.348,-3.418
0.088,-0.013,1.004,2.502,5.737,-2.380
0.098,-0.014,1.013,0.427,1.282,-0.183
0.105,-0.034,1.009,-1.282,-0.305,-0.793
0.105,-0.037,1.001,-3.906,-1.160,-3.296
0.092,-0.043,1.000,-4.089,-1.099,-3.967

-0.762,-0.916,-1.683,336.487,203.857,-159.607
-0.722,-1.158,-1.888,196.289,165.833,-97.351
-0.403,-1.477,-1.733,103.027,127.502,-49.683
-0.236,-1.351,-1.423,-49.744,33.142,25.513
0.066,-0.904,-0.820,-77.698,-20.630,42.480
0.149,-0.816,-0.613,-91.858,-96.313,51.819
0.148,-0.850,-0.301,-102.417,-100.891,46.875
0.120,-0.858,-0.112,-118.958,-64.636,29.297
0.099,-0.872,-0.103,-100.769,-45.471,25.085
-0.013,-0.955,-0.230,-87.463,-47.668,26.672
-0.071,-1.003,-0.298,-86.243,-42.053,28.748
-0.097,-1.018,-0.309,-100.891,-29.907,29.724
-0.067,-0.995,-0.256,-134.338,-12.024,36.560
-0.024,-0.941,-0.147,-142.761,-15.808,42.908
-0.035,-0.925,-0.115,-142.090,-38.391,54.565
-0.047,-0.895,-0.077,-139.648,-47.363,60.303
-0.021,-0.859,-0.066,-140.686,-60.303,74.524
0.064,-0.775,-0.041,-145.691,-68.665,81.238
0.099,-0.743,-0.009,-167.725,-87.952,87.708
0.111,-0.643,0.112,-182.678,-93.201,86.609
0.111,-0.586,0.184,-201.599,-85.693,78.247
0.166,-0.492,0.354,-205.261,-80.750,73.608
0.189,-0.440,0.448,-209.167,-90.393,68.298
0.163,-0.350,0.667,-208.618,-102.600,68.542
0.113,-0.314,0.795,-207.703,-111.694,68.909
0.087,-0.256,0.976,-199.585,-90.698,58.167
0.131,-0.229,0.996,-186.645,-66.406,47.302
0.262,-0.152,0.989,-158.325,-40.649,29.724
0.299,-0.111,1.017,-153.320,-46.326,24.536
0.228,-0.105,1.144,-153.503,-62.195,7.019
0.168,-0.118,1.196,-144.775,-32.410,-18.311
0.139,-0.123,1.218,-133.118,-12.390,-23.987
0.132,-0.116,1.219,-116.272,-14.160,-14.038
0.073,-0.123,1.261,-113.708,-28.137,-6.104
0.041,-0.131,1.283,-106.140,-44.006,7.385
-0.004,-0.174,1.283,-100.586,-39.490,12.024
0.005,-0.176,1.265,-88.562,-12.390,11.658
0.043,-0.137,1.200,-80.933,-3.967,11.353
0.052,-0.133,1.164,-67.017,-8.545,17.761
0.044,-0.144,1.120,-64.880,-12.634,20.569
0.042,-0.156,1.109,-63.660,-6.104,19.104
0.061,-0.171,1.074,-62.195,4.089,14.954
0.079,-0.164,1.046,-56.763,20.508,4.883
0.106,-0.133,1.027,-55.176,17.151,4.089
0.115,-0.121,1.049,-56.763,-8.850,13.367
0.129,-0.109,1.130,-59.937,-21.240,17.639
0.129,-0.108,1.161,-59.509,-25.757,15.503
0.100,-0.111,1.171,-53.406,-15.991,9.766
0.091,-0.125,1.141,-34.851,16.479,-0.977
0.103,-0.145,1.038,-28.015,29.663,-2.930
0.113,-0.150,0.986,-23.926,39.307,-1.648
0.143,-0.131,0.934,-26.184,37.598,-0.793
0.166,-0.094,0.949,-38.574,26.489,-1.526
0.180,-0.025,1.015,-43.030,20.142,-3.784
0.177,-0.013,1.045,-40.344,11.597,-8.301
0.157,-0.005,1.065,-35.767,8.545,-8.362
0.149,-0.009,1.057,-26.367,5.432,-3.418
0.153,0.007,1.050,-23.926,4.456,0.854
0.219,0.096,1.231,-19.592,-0.610,5.737
0.256,0.111,1.493,25.818,-60.486,11.414
0.164,-0.021,1.266,39.124,-60.791,4.456
0.125,-0.075,0.932,0.488,18.555,-15.442
0.181,-0.052,0.953,-12.939,40.649,-17.944
0.190,-0.109,0.979,-5.066,31.982,-12.207
0.176,-0.112,0.963,-1.404,18.311,-10.193
0.165,-0.034,0.978,-3.601,-4.944,-7.507
0.148,-0.012,0.990,-3.113,-11.841,-4.883
0.131,-0.017,0.994,1.404,-13.184,1.892
0.123,-0.049,0.982,3.235,-9.094,3.296
0.142,-0.050,0.978,5.554,-1.892,0.244
0.144,-0.053,0.978,6.287,-2.930,-1.709
0.137,-0.054,0.987,5.737,-10.925,-2.930
0.118,-0.063,1.026,5.249,-13.916,-2.075
0.110,-0.071,1.033,3.296,-12.451,-0.061
0.119,-0.073,1.020,1.709,-8.850,0.549
0.131,-0.068,1.011,-1.465,-3.784,0.183
0.128,-0.060,0.997,-2.319,-2.991,-0.732
0.119,-0.060,0.994,-2.686,0.610,-1.770
0.107,-0.051,0.988,-2.380,3.052,-1.770
0.104,-0.047,0.987,-1.221,5.188,-1.709
0.111,-0.048,0.995,-1.038,4.578,-1.343
0.119,-0.049,0.999,-0.977,1.892,-0.061
0.138,-0.051,0.997,-1.404,0.854,0.183
0.146,-0.049,0.998,-3.113,0.061,-1.099
0.148,-0.059,0.996,-3.662,0.549,-1.831
0.147,-0.065,0.994,-4.333,1.404,-3.052
0.142,-0.051,1.001,-4.272,1.099,-3.357
0.136,-0.052,0.999,-2.869,0.671,-1.709
0.122,-0.052,0.989,-2.136,0.854,-1.038
0.117,-0.049,0.991,-0.854,0.061,-0.183
0.116,-0.048,0.995,-0.610,-0.305,0.122
0.118,-0.045,0.998,-0.793,1.526,-0.916
0.123,-0.042,0.992,-0.854,3.113,-1.404
0.130,-0.042,0.990,-0.305,4.211,-1.343
0.146,-0.051,0.994,0.183,3.601,-0.916
0.152,-0.055,0.995,0.549,0.916,-0.244
0.158,-0.051,1.001,0.305,-0.793,-0.305
0.153,-0.050,1.000,0.061,-2.502,-0.427
0.135,-0.052,0.993,0.305,-2.258,-0.061
0.129,-0.049,0.993,1.160,-0.427,-0.122
0.117,-0.047,0.994,1.648,0.671,-0.488
0.112,-0.047,0.997,2.502,1.282,-0.366
0.121,-0.053,1.001,2.441,0.488,0.183
0.127,-0.054,0.994,1.526,-0.427,0.732
0.143,-0.047,1.000,1.099,0.305,0.427
0.152,-0.049,1.005,-0.122,1.099,-0.244
0.152,-0.058,0.994,-0.549,0.732,-0.610
0.144,-0.058,0.992,0.366,-1.160,-0.916
0.125,-0.056,1.002,0.854,-2.563,-0.488
0.119,-0.052,1.004,0.488,-2.686,-0.122
0.118,-0.047,0.996,-0.183,-1.648,-0.366
0.121,-0.043,0.992,-0.610,-0.244,-1.038
0.127,-0.045,0.993,-0.183,-0.183,-0.793
0.129,-0.047,0.994,0.488,-0.610,0.549
0.137,-0.048,0.996,0.610,-0.732,1.282
0.140,-0.046,0.995,0.610,-0.671,1.709
0.139,-0.038,1.005,-0.549,-1.221,1.465
0.134,-0.041,1.005,-1.404,-1.770,1.587
0.132,-0.042,0.997,-2.258,-3.418,2.991

-0.081,0.673,2.487,31.067,-17.639,23.071
-0.051,0.703,2.532,109.680,13.794,28.381
0.040,0.709,2.366,157.471,24.963,28.625
0.047,0.662,2.206,237.488,39.490,26.062
0.046,0.568,1.857,268.677,50.903,23.193
0.041,0.539,1.672,321.655,70.129,19.226
0.055,0.562,1.294,344.299,75.195,19.409
0.071,0.593,1.150,371.887,78.735,18.677
0.078,0.568,0.947,378.174,84.473,14.526
0.076,0.537,0.864,389.343,110.901,-8.728
0.047,0.525,0.597,400.574,131.287,-28.931
0.007,0.519,0.393,429.382,175.171,-79.529
-0.103,0.408,-0.135,440.857,193.481,-105.957
-0.175,0.342,-0.432,450.378,213.745,-165.955
-0.490,0.248,-1.096,454.346,215.332,-200.256
-0.776,0.170,-1.487,464.355,212.341,-257.996
-1.551,-0.345,-2.441,450.134,209.106,-258.728
-1.738,-0.833,-2.943,305.664,175.659,-133.850
-1.390,-1.522,-3.117,176.575,142.944,-29.419
-0.810,-1.397,-2.703,-51.514,63.782,106.995
0.007,-0.780,-1.659,-107.605,-12.451,125.305
0.119,-0.631,-1.288,-159.790,-154.541,125.305
0.167,-0.561,-0.811,-180.603,-179.871,116.333
0.172,-0.545,-0.636,-208.008,-169.617,86.731
0.112,-0.617,-0.370,-210.144,-159.180,74.097
0.056,-0.691,-0.286,-210.693,-141.907,58.716
-0.030,-0.785,-0.175,-212.646,-130.737,52.612
-0.051,-0.784,-0.111,-215.820,-100.769,43.030
-0.047,-0.730,0.013,-215.393,-84.839,41.748
0.003,-0.704,0.058,-215.820,-59.875,48.096
0.136,-0.597,0.130,-220.825,-58.838,54.504
0.191,-0.520,0.181,-236.572,-89.294,62.744
0.176,-0.376,0.310,-244.446,-110.901,61.096
0.126,-0.339,0.403,-251.770,-127.502,44.617
0.022,-0.301,0.636,-251.953,-121.338,33.691
-0.005,-0.240,0.720,-251.526,-92.346,18.127
0.035,-0.066,0.828,-248.535,-79.895,15.564
0.051,0.005,0.912,-244.080,-80.688,14.343
-0.010,0.048,1.143,-243.469,-81.787,11.963
-0.030,0.043,1.257,-234.497,-58.044,1.282
-0.004,0.077,1.354,-218.384,-40.771,-5.920
0.001,0.094,1.341,-177.246,-31.677,-11.536
-0.037,0.083,1.343,-167.603,-35.828,-8.301
-0.054,0.091,1.381,-171.814,-28.503,-1.831
-0.047,0.140,1.510,-176.880,-13.977,-2.747
-0.022,0.146,1.554,-173.462,2.319,-5.310
0.008,0.104,1.557,-135.986,5.798,-5.737
0.004,0.074,1.518,-113.342,-9.827,-1.526
-0.021,-0.004,1.444,-83.984,-37.842,6.775
-0.026,-0.017,1.420,-79.285,-36.072,6.409
-0.008,-0.002,1.407,-72.632,4.578,-4.639
0.054,0.043,1.357,-62.378,26.428,-10.681
0.080,0.005,1.231,-33.020,40.405,-13.977
0.078,-0.030,1.168,-22.644,34.180,-11.292
0.085,-0.043,1.124,-13.062,8.240,0.427
0.084,-0.062,1.057,-11.108,-7.629,5.493
0.072,-0.051,1.025,-19.531,-16.541,4.639
0.075,-0.006,0.990,-24.353,-4.639,-1.526
0.096,0.017,0.998,-24.597,14.404,-16.357
0.076,0.013,1.022,-22.217,12.451,-18.799
0.054,0.019,1.045,-15.991,2.380,-11.841
0.066,0.067,1.221,-7.019,-11.902,-3.662
0.020,0.040,1.228,15.076,-33.325,7.507
0.008,-0.006,1.129,15.259,-22.278,6.958
0.033,-0.013,1.074,-1.404,9.949,-2.136
0.053,-0.029,1.014,-7.263,18.311,-7.080
0.049,-0.036,1.000,-7.935,18.738,-10.376
0.045,-0.037,0.966,-5.859,14.038,-8.423
0.040,-0.035,0.948,-2.075,2.869,-3.113
0.037,-0.028,0.953,0.000,-0.610,-0.244
0.048,-0.020,0.975,4.272,-4.211,4.333
0.066,-0.005,1.022,5.554,-4.395,4.517
0.071,-0.007,1.038,4.883,1.282,-0.366
0.054,-0.014,1.027,3.235,2.869,-2.930
0.045,-0.024,1.014,0.305,3.784,-3.174
0.059,-0.028,1.009,-1.099,3.174,-1.404
0.068,-0.028,1.007,-2.380,2.075,0.488
0.077,-0.026,0.989,-1.648,2.991,0.061
0.076,-0.017,0.984,1.343,0.427,-0.061
0.053,-0.028,1.004,2.502,-3.052,1.221
0.038,-0.040,1.013,3.418,-1.221,2.136
0.038,-0.033,0.994,3.357,3.418,0.793
0.049,-0.010,0.995,2.686,6.409,-2.197
0.040,-0.017,1.019,2.380,2.808,-1.587
0.036,-0.035,1.015,1.770,2.625,0.610
0.067,-0.036,0.997,2.136,6.165,0.427
0.081,-0.024,0.997,2.258,5.188,-1.038
0.062,-0.034,1.017,1.770,4.150,-1.648
0.053,-0.046,1.015,1.160,5.676,-1.770
0.067,-0.033,0.982,1.526,11.169,-1.892
0.083,-0.018,0.985,2.625,9.399,-1.221
0.085,-0.015,1.001,2.075,-2.686,0.854
0.068,-0.037,1.031,0.366,-3.052,0.732
0.065,-0.038,1.014,-1.160,5.127,-1.160
0.076,-0.026,0.988,-0.366,6.775,-1.099
0.081,-0.031,0.996,0.793,4.883,0.305
0.083,-0.032,0.992,0.854,5.371,0.000
0.086,-0.024,0.984,2.075,5.554,-1.404
0.086,-0.029,1.009,3.052,1.282,-0.488
0.085,-0.040,1.017,2.808,-3.479,2.380
0.093,-0.033,1.010,1.526,-1.526,1.587
0.083,-0.034,1.005,0.061,-0.122,-0.854
0.061,-0.043,1.005,-0.061,-1.404,-0.610
0.059,-0.040,1.005,0.305,-1.160,0.793
0.060,-0.034,1.004,0.305,0.488,0.854
0.064,-0.032,1.002,0.305,2.991,0.305
0.075,-0.030,0.998,0.488,2.686,-0.244
0.077,-0.034,0.999,0.732,1.953,-0.671
0.079,-0.034,1.001,1.465,1.648,-0.183
0.079,-0.032,1.002,1.526,1.709,0.244
0.077,-0.032,1.000,1.648,1.587,0.854
0.079,-0.030,0.998,1.892,1.526,1.160
0.084,-0.031,1.003,1.587,1.465,1.465
0.093,-0.032,1.003,0.854,0.916,1.038
0.090,-0.033,1.000,0.549,0.000,0.427
0.082,-0.036,1.002,0.671,-0.305,0.610
0.079,-0.042,1.002,1.038,0.854,0.916
0.082,-0.038,0.998,1.160,1.465,1.221
0.087,-0.032,1.000,1.282,-0.977,1.038

0.036,0.561,2.282,-2.686,-46.326,36.621
0.017,0.604,2.381,69.702,-37.476,35.278
0.036,0.651,2.346,104.919,-20.874,30.212
0.056,0.623,2.239,168.030,24.231,10.376
0.094,0.564,1.893,198.120,47.546,-0.854
0.115,0.533,1.711,250.061,74.707,-15.259
0.090,0.442,1.395,269.775,76.233,-18.555
0.070,0.425,1.253,294.922,70.313,-19.958
0.057,0.418,1.052,302.979,64.758,-19.348
0.031,0.396,0.985,321.472,56.213,-19.958
-0.040,0.343,0.818,332.153,63.599,-22.827
-0.052,0.323,0.719,349.426,103.821,-36.072
-0.033,0.276,0.472,357.483,127.075,-45.288
-0.026,0.234,0.331,364.502,144.775,-55.054
0.001,0.100,0.018,375.305,159.058,-75.012
0.029,0.034,-0.158,378.296,158.020,-85.144
0.037,-0.031,-0.351,381.592,138.245,-109.558
-0.097,-0.194,-0.788,381.653,128.784,-126.221
-0.245,-0.283,-1.048,380.249,132.507,-166.138
-0.664,-0.493,-1.667,371.704,140.442,-181.763
-0.811,-0.629,-2.030,314.209,131.531,-170.654
-1.097,-1.223,-2.448,250.122,108.276,-127.747
-0.793,-1.448,-2.266,55.908,79.224,8.423
-0.451,-1.231,-1.910,-28.442,57.495,60.181
-0.219,-0.961,-1.542,-123.169,-35.706,103.577
-0.098,-0.705,-1.011,-148.560,-77.637,111.450
-0.071,-0.677,-0.843,-191.833,-101.440,110.779
-0.015,-0.663,-0.593,-205.811,-96.313,102.539
-0.014,-0.685,-0.494,-216.187,-89.661,84.290
-0.043,-0.742,-0.323,-219.971,-89.722,80.017
-0.033,-0.737,-0.246,-233.887,-84.839,83.740
0.058,-0.652,-0.096,-239.990,-82.336,89.416
0.114,-0.595,-0.025,-247.803,-90.454,101.013
0.199,-0.482,0.150,-252.380,-98.389,103.333
0.232,-0.425,0.275,-262.085,-108.154,95.886
0.282,-0.294,0.510,-261.414,-109.863,87.036
0.281,-0.239,0.600,-245.239,-110.229,62.927
0.225,-0.183,0.759,-240.417,-102.112,49.194
0.215,-0.165,0.840,-243.713,-63.965,26.062
0.219,-0.101,1.036,-243.164,-49.438,18.982
0.217,-0.055,1.131,-223.938,-42.664,13.367
0.239,-0.020,1.217,-205.749,-42.297,13.428
0.251,-0.028,1.194,-159.973,-52.490,12.756
0.163,-0.035,1.155,-145.935,-65.491,12.146
0.106,-0.046,1.189,-150.940,-63.293,5.127
0.072,-0.052,1.263,-155.273,-37.659,-3.601
0.088,-0.059,1.267,-136.780,20.935,-14.587
0.142,-0.096,1.178,-119.751,31.738,-11.230
0.171,-0.093,1.123,-99.670,4.272,8.789
0.194,-0.045,1.137,-102.173,-21.362,17.639
0.181,-0.024,1.213,-118.164,-41.687,13.855
0.154,0.028,1.354,-121.216,-30.273,3.967
0.147,0.036,1.372,-101.074,-3.784,-8.728
0.123,-0.012,1.299,-83.130,1.892,-7.935
0.117,-0.037,1.235,-62.195,6.775,-1.709
0.162,-0.023,1.193,-62.317,9.033,0.000
0.187,0.002,1.204,-64.270,11.719,-0.671
0.215,0.018,1.245,-59.143,11.719,-6.714
0.191,0.026,1.227,-53.955,4.150,-7.751
0.163,0.009,1.213,-41.077,-7.019,-1.221
0.200,0.068,1.312,-36.133,-12.512,3.052
0.281,0.175,1.549,7.080,-61.707,13.550
0.099,0.025,1.456,34.973,-76.111,12.756
-0.005,-0.093,1.159,14.099,1.465,-2.319
0.094,-0.060,0.949,-8.118,41.992,-10.559
0.146,-0.055,0.956,-8.240,52.185,-19.104
0.146,-0.084,0.934,-1.526,37.598,-15.381
0.154,-0.069,0.931,0.854,-0.793,1.282
0.176,-0.023,0.963,-0.305,-17.151,6.714
0.168,-0.017,0.997,-0.366,-26.367,5.188
0.132,-0.034,1.043,0.793,-19.287,2.014
0.123,-0.048,1.030,0.610,3.235,-2.502
0.134,-0.055,0.982,-0.854,10.193,-3.479
0.144,-0.055,0.984,-2.869,10.315,-3.052
0.149,-0.062,1.008,-2.625,6.104,-2.258
0.145,-0.062,1.015,-2.258,-0.671,-0.244
0.146,-0.046,1.005,-2.747,-2.014,0.549
0.146,-0.043,0.993,-2.991,-0.366,0.122
0.147,-0.042,0.980,-2.686,1.465,-0.488
0.148,-0.041,0.985,-1.099,0.305,-0.488
0.148,-0.050,0.991,-0.183,-1.465,-0.122
0.152,-0.049,0.993,0.854,-4.822,0.549
0.150,-0.050,1.001,1.343,-6.287,0.916
0.148,-0.051,0.996,1.587,-6.165,1.038
0.151,-0.034,0.985,1.404,-4.639,0.183
0.142,-0.029,0.998,0.732,-2.136,-1.343
0.118,-0.058,1.003,0.427,-0.061,-0.916
0.132,-0.061,0.990,0.305,2.563,-0.305
0.154,-0.042,0.990,1.221,1.892,-0.793
0.142,-0.046,1.004,2.014,-1.465,-0.793
0.133,-0.054,1.009,2.197,-2.380,0.916
0.158,-0.044,0.993,1.526,-0.916,1.709
0.164,-0.038,0.997,-1.343,-1.831,0.244
0.125,-0.059,1.008,-2.869,-1.404,-0.854
0.111,-0.066,0.998,-2.380,3.357,-0.671
0.136,-0.049,0.975,-0.427,3.906,-0.061
0.143,-0.041,0.984,2.625,-1.587,0.244
0.134,-0.053,1.001,3.174,-1.587,0.183
0.142,-0.046,0.991,3.967,2.625,0.549
0.163,-0.032,0.986,4.517,1.953,0.549
0.155,-0.044,0.995,4.700,-0.671,0.366
0.145,-0.057,1.000,4.028,0.671,0.732
0.147,-0.056,0.998,2.075,2.258,0.305
0.136,-0.062,1.000,1.343,2.380,-0.305
0.135,-0.064,1.002,0.977,4.456,-0.305
0.149,-0.050,0.992,1.099,3.845,-0.427
0.152,-0.049,0.993,0.854,-1.343,0.000
0.150,-0.059,1.005,-0.061,-2.136,-0.305
0.151,-0.059,0.999,-1.526,-0.366,-1.526
0.152,-0.055,0.987,-1.282,-0.793,-1.587
0.154,-0.055,0.992,-0.427,-2.686,-0.916
0.154,-0.051,0.998,-0.610,-2.930,-0.427
0.153,-0.049,0.997,-1.099,-4.211,0.671
0.150,-0.053,0.997,-1.282,-5.981,1.404
0.147,-0.057,0.996,-1.526,-7.690,2.625
0.145,-0.052,0.989,-1.465,-6.714,2.502
0.141,-0.049,0.984,0.000,-3.906,1.099
0.133,-0.047,0.987,0.793,-2.930,0.549
0.124,-0.047,0.998,1.343,-2.747,-0.061

0.051,0.522,2.199,46.448,-28.076,14.404
0.057,0.523,2.142,121.460,15.869,4.089
0.081,0.397,1.884,151.306,30.396,1.343
0.092,0.318,1.736,195.007,46.997,-1.343
0.127,0.221,1.467,210.754,51.086,-2.380
0.127,0.200,1.353,232.849,44.128,-2.136
0.078,0.138,1.135,240.173,34.607,1.221
0.054,0.102,1.027,248.413,24.841,9.094
0.053,0.092,0.897,248.535,27.466,10.620
0.062,0.089,0.885,246.521,31.677,10.498
0.060,0.058,0.861,247.742,33.691,9.216
0.065,0.027,0.830,254.272,47.668,-0.488
0.056,-0.039,0.727,260.071,56.519,-8.301
0.049,-0.052,0.666,266.296,63.599,-14.526
0.084,-0.105,0.537,277.100,74.280,-20.691
0.121,-0.160,0.475,281.250,78.979,-24.475
0.150,-0.219,0.403,289.673,88.074,-39.978
0.165,-0.321,0.158,296.021,95.154,-51.575
0.136,-0.356,-0.033,319.336,114.990,-80.200
-0.051,-0.399,-0.556,334.412,127.319,-97.534
-0.196,-0.429,-0.877,360.596,155.090,-135.193
-0.501,-0.591,-1.595,359.741,167.175,-147.644
-0.624,-0.753,-1.918,293.579,168.274,-123.169
-0.655,-1.213,-2.309,223.511,146.606,-79.163
-0.534,-1.359,-2.205,37.720,63.843,22.522
-0.222,-1.122,-1.560,-48.218,25.330,53.589
-0.090,-0.875,-1.196,-131.775,-44.434,76.721
0.079,-0.690,-0.708,-156.250,-89.416,85.022
0.075,-0.694,-0.474,-163.452,-93.201,82.458
0.049,-0.723,-0.415,-172.241,-72.632,67.688
0.061,-0.834,-0.365,-177.551,-56.335,60.242
0.098,-0.868,-0.353,-195.068,-39.368,56.152
0.183,-0.854,-0.285,-205.749,-45.593,59.998
0.214,-0.815,-0.210,-231.201,-79.163,73.914
0.218,-0.687,0.015,-243.408,-95.398,79.041
0.227,-0.598,0.135,-250.671,-101.929,72.998
0.268,-0.403,0.324,-243.713,-96.130,63.049
0.276,-0.342,0.376,-227.417,-92.590,41.809
0.258,-0.297,0.491,-227.478,-98.511,35.339
0.208,-0.296,0.613,-243.225,-112.366,26.550
0.073,-0.227,0.914,-247.253,-105.774,18.616
0.052,-0.154,1.019,-232.910,-56.274,3.235
0.105,-0.057,1.113,-215.332,-30.579,0.427
0.130,-0.042,1.140,-173.584,-24.170,8.667
0.119,-0.050,1.202,-157.410,-40.039,18.677
0.110,-0.064,1.234,-144.165,-61.523,33.813
0.124,-0.100,1.304,-143.005,-55.176,30.212
0.124,-0.113,1.295,-128.418,-17.395,3.967
0.130,-0.139,1.180,-116.333,5.432,-8.301
0.137,-0.156,1.118,-103.821,24.292,-13.977
0.149,-0.175,1.084,-103.516,16.602,-9.399
0.148,-0.171,1.115,-105.652,-6.287,1.526
0.143,-0.120,1.218,-106.323,-7.874,3.113
0.158,-0.092,1.256,-98.572,4.456,-0.610
0.172,-0.055,1.286,-89.478,3.601,-2.258
0.151,-0.057,1.283,-71.960,-10.193,-2.136
0.110,-0.115,1.230,-66.040,-11.353,-1.648
0.109,-0.128,1.189,-61.768,5.981,-5.493
0.143,-0.104,1.128,-61.035,16.968,-8.240
0.166,-0.082,1.116,-59.387,19.226,-7.080
0.185,-0.045,1.128,-59.814,12.085,-4.456
0.191,-0.036,1.140,-57.495,-2.991,-0.488
0.179,-0.038,1.140,-54.321,-9.521,0.305
0.153,-0.044,1.130,-49.805,-14.160,0.000
0.103,-0.057,1.088,-39.917,-9.094,-1.831
0.106,-0.044,1.061,-36.865,2.258,-2.686
0.134,-0.022,1.042,-29.663,21.057,-0.977
0.281,0.129,1.260,-18.616,8.423,4.272
0.268,0.111,1.334,20.874,-40.955,13.062
0.161,0.004,1.263,28.564,-43.762,9.888
0.130,-0.055,1.180,14.221,-10.254,-2.869
0.102,-0.104,1.007,-0.061,10.803,-8.667
0.125,-0.083,0.980,-10.498,30.334,-12.085
0.157,-0.081,0.962,-6.592,26.672,-9.827
0.158,-0.077,0.955,0.366,7.202,-4.028
0.168,-0.036,0.980,1.343,-0.793,-1.709
