aX,aY,aZ,gX,gY,gZ
0.594,0.125,0.629,43.945,-34.302,-80.322
0.600,0.085,0.655,40.955,-38.757,-78.430
0.606,0.060,0.659,46.021,-43.457,-79.895
0.659,0.014,0.700,53.894,-41.016,-81.055
0.692,-0.007,0.737,69.763,-31.006,-75.867
0.730,-0.033,0.843,74.402,-26.428,-68.787
0.727,-0.046,0.895,74.707,-19.043,-49.744
0.717,-0.079,0.964,72.815,-14.587,-41.260
0.714,-0.087,0.985,70.923,-8.118,-31.616
0.704,-0.099,1.030,69.153,-10.376,-28.503
0.698,-0.101,1.050,64.941,-15.808,-23.376
0.711,-0.108,1.088,64.758,-15.625,-19.165
0.690,-0.094,1.089,69.580,-7.507,-8.545
0.639,-0.070,1.098,71.533,3.479,-2.075
0.628,-0.104,1.094,68.909,4.700,12.085
0.603,-0.159,1.114,65.552,-7.751,12.146
0.577,-0.162,1.146,60.791,-38.513,7.874
0.524,-0.166,1.215,58.594,-43.335,10.620
0.526,-0.213,1.239,57.251,-27.344,20.874
0.528,-0.223,1.236,58.594,-16.418,26.001
0.468,-0.207,1.239,59.204,-4.761,39.673
0.413,-0.202,1.247,57.190,-3.601,44.983
0.345,-0.222,1.279,47.852,-7.874,47.058
0.347,-0.241,1.297,40.283,-12.634,45.471
0.323,-0.215,1.264,25.208,-30.884,35.095
0.321,-0.207,1.234,20.081,-33.447,33.875
0.348,-0.261,1.184,16.602,-17.639,44.739
0.334,-0.278,1.180,19.409,-10.559,52.673
0.247,-0.283,1.185,23.865,-1.404,62.134
0.181,-0.259,1.168,18.860,-3.906,53.162
0.098,-0.212,1.166,14.587,-8.179,52.307
0.093,-0.219,1.170,7.629,-10.986,52.979
0.099,-0.228,1.150,5.859,-12.573,48.706
0.099,-0.231,1.128,0.366,-16.663,41.931
0.083,-0.261,1.079,-1.831,-15.625,42.542
0.056,-0.273,1.081,2.075,-6.653,46.021
0.001,-0.262,1.106,4.883,-0.916,46.021
-0.003,-0.259,1.096,0.488,4.883,39.795
-0.015,-0.259,1.051,-3.235,4.150,35.156
-0.014,-0.254,1.029,-7.263,0.488,24.475
0.014,-0.244,0.994,-8.423,-0.977,20.142
0.037,-0.235,0.979,-8.728,-0.488,14.282
0.084,-0.217,0.941,-7.568,1.526,11.963
0.103,-0.210,0.919,-4.028,2.930,7.751
0.130,-0.203,0.894,-2.563,0.549,5.859
0.138,-0.204,0.901,-0.854,-4.883,2.441
0.159,-0.213,0.925,-0.366,-6.104,0.488
0.171,-0.214,0.934,0.793,-5.493,-1.770
0.197,-0.210,0.943,1.648,-4.089,-1.953
0.208,-0.207,0.944,3.784,-2.319,-2.869
0.229,-0.205,0.948,4.089,-3.967,-4.395
0.241,-0.207,0.955,3.540,-9.705,-6.836
0.254,-0.209,0.973,4.150,-9.827,-6.775
0.274,-0.212,0.990,5.615,-4.211,-5.554
0.280,-0.210,0.990,3.418,-0.122,-2.258
0.273,-0.201,0.965,1.770,0.732,-1.648
0.271,-0.201,0.951,-0.427,-2.319,-2.991
0.263,-0.193,0.949,-0.610,-4.395,-3.357
0.261,-0.190,0.950,0.671,-2.747,-3.723
0.269,-0.195,0.943,1.282,-1.526,-3.296
0.269,-0.193,0.945,2.075,-1.038,-1.221
0.253,-0.191,0.951,2.258,-0.366,-0.244
0.239,-0.189,0.957,2.991,-0.183,0.122
0.231,-0.191,0.970,2.686,-0.793,-0.977
0.238,-0.197,0.971,1.038,-2.197,-3.113
0.254,-0.203,0.965,0.732,-1.709,-3.418
0.262,-0.206,0.961,0.732,0.916,-2.869
0.270,-0.208,0.954,1.038,1.770,-2.014
0.270,-0.202,0.952,1.770,3.052,-0.427
0.254,-0.202,0.947,1.892,3.357,0.061
0.252,-0.197,0.955,1.587,-0.122,-0.549
0.253,-0.193,0.956,1.709,-1.282,-1.465
0.255,-0.203,0.961,2.380,-0.122,-1.465

1.302,-0.186,1.341,66.162,-27.161,17.395
1.276,-0.369,1.577,41.321,-64.270,83.618
1.019,-0.527,1.730,23.987,-73.486,109.009
0.606,-0.615,1.790,-5.249,-71.777,147.888
0.359,-0.627,1.834,-20.203,-58.228,174.988
-0.093,-0.625,1.931,-24.963,-47.913,181.946
-0.249,-0.622,1.964,-47.729,-29.907,179.382
-0.414,-0.632,1.932,-70.740,-31.189,172.363
-0.455,-0.659,1.864,-123.840,-52.002,150.574
-0.475,-0.726,1.648,-143.738,-57.678,135.864
-0.444,-0.768,1.514,-158.630,-40.771,109.131
-0.349,-0.830,1.273,-155.823,-22.888,101.440
-0.327,-0.829,1.170,-143.738,15.686,93.750
-0.364,-0.739,0.984,-139.404,32.654,89.600
-0.406,-0.662,0.888,-145.386,47.607,73.181
-0.492,-0.491,0.678,-154.114,41.382,59.082
-0.515,-0.415,0.578,-165.283,9.155,20.142
-0.527,-0.278,0.435,-164.185,-9.033,-0.305
-0.527,-0.220,0.385,-147.339,-24.475,-33.203
-0.511,-0.116,0.314,-133.606,-20.386,-44.373
-0.499,-0.070,0.298,-101.746,-1.099,-60.730
-0.457,-0.011,0.278,-87.524,8.484,-69.397
-0.423,0.007,0.267,-69.214,20.264,-90.027
-0.318,0.031,0.219,-66.711,19.104,-100.159
-0.239,0.029,0.191,-70.740,-2.014,-116.272
-0.083,0.034,0.145,-69.092,-13.489,-121.277
0.043,0.064,0.121,-50.415,-21.240,-125.916
0.106,0.066,0.124,-25.330,-23.071,-127.075
0.227,0.043,0.173,-13.489,-27.466,-128.174
0.277,0.031,0.220,6.470,-43.152,-130.188
0.353,0.018,0.346,14.099,-50.659,-128.906
0.382,0.019,0.408,25.513,-51.758,-121.216
0.424,0.050,0.500,29.968,-43.762,-116.638
0.439,0.071,0.521,35.034,-14.160,-108.826
0.460,0.107,0.501,35.034,-0.549,-105.591
0.468,0.122,0.488,34.485,1.465,-101.807
0.481,0.134,0.540,37.476,-7.935,-102.905
0.501,0.118,0.595,48.401,-20.142,-105.103
0.540,0.105,0.712,52.429,-18.372,-101.196
0.551,0.096,0.749,51.758,-3.418,-88.074
0.593,0.082,0.747,48.645,3.418,-82.886
0.608,0.088,0.736,45.532,5.066,-72.998
0.596,0.089,0.739,46.814,3.113,-68.420
0.564,0.059,0.763,51.575,1.953,-61.951
0.557,0.055,0.787,56.824,3.845,-57.556
0.581,0.038,0.845,59.265,5.127,-55.603
0.607,0.019,0.868,60.913,6.348,-53.467
0.644,-0.010,0.927,60.669,5.127,-45.715
0.645,-0.023,0.956,60.974,4.150,-35.950
0.638,-0.066,0.982,61.951,5.188,-33.875
0.640,-0.077,0.995,61.951,2.808,-31.616
0.645,-0.091,1.058,60.120,-1.831,-28.442
0.657,-0.122,1.099,51.880,-9.583,-17.700
0.676,-0.182,1.110,46.753,-13.550,-10.620
0.647,-0.170,1.085,41.931,-10.620,-3.479
0.598,-0.123,1.037,44.067,-5.188,0.000
0.567,-0.125,1.037,50.049,-1.648,9.949
0.512,-0.145,1.078,52.063,-0.305,9.521
0.512,-0.160,1.097,51.147,-4.456,4.944
0.526,-0.187,1.140,46.692,-10.315,7.080
0.515,-0.183,1.162,35.461,-17.822,20.325
0.451,-0.178,1.169,32.654,-15.564,26.489
0.410,-0.181,1.166,36.194,-1.587,33.081
0.349,-0.186,1.168,39.307,6.897,34.912
0.341,-0.190,1.166,39.551,15.442,33.813
0.376,-0.200,1.191,36.621,7.935,28.687
0.332,-0.181,1.145,26.123,-26.672,21.729
0.315,-0.188,1.120,20.874,-29.663,24.048
0.326,-0.196,1.115,19.348,-19.348,29.968
0.339,-0.232,1.139,21.973,-15.503,33.569
0.312,-0.231,1.168,24.109,-18.066,42.358
0.206,-0.230,1.217,21.484,-19.958,47.607
0.168,-0.260,1.266,12.695,-26.062,49.988
0.119,-0.259,1.220,7.263,-39.185,46.448
0.117,-0.238,1.160,-4.883,-39.429,30.334
0.152,-0.238,1.136,-8.484,-29.602,24.963
0.178,-0.260,1.097,-6.470,-18.921,28.564
0.167,-0.267,1.099,-1.648,-12.329,32.349
0.152,-0.271,1.092,6.470,1.892,34.424
0.149,-0.264,1.076,5.981,4.883,33.325
0.156,-0.247,1.037,-2.869,3.174,31.433
0.158,-0.244,1.011,-9.583,-2.319,28.320
0.159,-0.225,0.964,-8.484,-3.357,25.208
0.171,-0.208,0.949,-3.540,-0.488,22.400
0.173,-0.181,0.921,-2.319,1.892,23.621
0.163,-0.171,0.909,0.916,4.333,22.461
0.161,-0.164,0.891,1.892,2.136,19.836
0.162,-0.167,0.894,2.197,-7.446,14.038
0.173,-0.176,0.930,2.686,-10.925,11.536
0.183,-0.186,0.952,3.174,-10.681,8.484
0.192,-0.190,0.979,2.441,-8.240,8.545
0.195,-0.191,0.979,0.671,-3.357,7.812
0.197,-0.187,0.975,0.122,-2.014,6.897
0.196,-0.181,0.981,-1.343,-1.526,4.822
0.214,-0.171,0.984,-2.319,-1.282,3.418
0.241,-0.161,0.965,-2.930,1.648,1.648
0.250,-0.156,0.955,-3.235,3.906,0.488
0.263,-0.151,0.932,-3.601,2.625,-0.488
0.272,-0.154,0.923,-3.052,-1.404,-1.648
0.289,-0.159,0.923,-2.136,-2.563,-1.404
0.290,-0.159,0.926,0.366,-2.441,0.366
0.282,-0.162,0.933,1.404,-2.014,1.221
0.276,-0.164,0.941,1.953,-3.723,1.953
0.262,-0.166,0.957,2.136,-4.822,1.770
0.258,-0.166,0.961,3.052,-4.517,1.404
0.248,-0.167,0.967,4.150,-3.723,1.709
0.246,-0.168,0.968,5.493,-0.916,1.587
0.244,-0.179,0.965,4.944,-0.366,1.221
0.240,-0.182,0.963,4.639,-2.808,-0.183
0.252,-0.192,0.972,4.639,-4.150,-0.977
0.254,-0.193,0.982,3.479,-4.761,-0.122
0.249,-0.193,0.980,3.662,0.000,1.526
0.243,-0.188,0.982,3.662,1.404,1.953
0.234,-0.177,0.979,3.052,-0.549,0.671
0.240,-0.184,0.976,2.197,-1.648,-0.916
0.247,-0.195,0.976,1.221,-2.319,-1.648
0.248,-0.198,0.982,1.587,-0.854,-0.854
0.247,-0.200,0.963,0.244,1.953,-0.122
0.243,-0.197,0.959,-0.854,1.404,0.244

1.484,-0.342,1.184,85.266,-30.029,33.386
1.426,-0.416,1.576,102.966,-36.133,121.216
1.202,-0.481,1.852,61.035,-38.208,162.964
0.739,-0.596,1.933,3.296,-60.181,184.570
0.231,-0.680,1.990,-14.832,-73.486,183.044
-0.057,-0.759,2.016,-48.828,-98.816,164.185
-0.174,-0.797,1.987,-92.896,-109.985,153.198
-0.384,-0.819,1.804,-110.229,-100.037,151.123
-0.523,-0.821,1.539,-128.540,-51.208,149.658
-0.583,-0.804,1.406,-133.484,5.005,148.315
-0.620,-0.746,1.134,-135.498,26.001,142.883
-0.631,-0.694,0.999,-144.287,35.889,116.760
-0.705,-0.552,0.769,-152.161,22.400,94.666
-0.720,-0.428,0.592,-174.438,-31.555,36.316
-0.673,-0.340,0.475,-185.669,-69.092,-9.827
-0.650,-0.267,0.404,-159.912,-53.345,-31.921
-0.647,-0.185,0.349,-118.408,-6.714,-45.227
-0.622,-0.161,0.295,-88.989,23.499,-60.425
-0.552,-0.167,0.271,-80.933,14.038,-83.313
-0.496,-0.179,0.265,-78.796,-6.470,-106.628
-0.350,-0.202,0.260,-68.481,-5.127,-116.455
-0.204,-0.166,0.251,-61.584,1.892,-115.540
-0.104,-0.084,0.234,-43.823,21.545,-110.657
-0.020,-0.027,0.218,-34.485,14.343,-117.676
0.068,-0.011,0.255,-21.118,-1.221,-128.906
0.165,0.016,0.324,-4.944,-5.676,-133.972
0.265,0.024,0.409,2.136,-2.014,-133.850
0.378,0.022,0.464,12.024,9.583,-134.705
0.542,-0.011,0.435,14.771,13.672,-142.029
0.617,-0.008,0.422,14.343,6.470,-143.250
0.695,0.014,0.444,19.897,-16.785,-136.597
0.734,-0.019,0.534,35.583,-28.442,-130.127
0.740,-0.038,0.602,50.659,-28.259,-114.868
0.801,-0.059,0.736,56.641,-13.428,-101.257
0.887,-0.026,0.738,56.580,2.075,-90.454
0.903,-0.039,0.699,55.420,3.906,-73.181
0.888,-0.069,0.686,56.396,-6.104,-58.411
0.853,-0.071,0.747,59.204,-13.855,-52.917
0.862,-0.043,0.855,68.726,-21.423,-43.884
0.872,-0.056,0.890,67.261,-14.954,-28.809
0.853,-0.086,0.894,60.242,-2.808,-7.996
0.754,-0.046,0.909,62.927,2.930,1.160
0.660,-0.044,0.977,70.618,4.822,13.977
0.585,-0.067,1.108,68.481,-12.573,19.165
0.504,-0.048,1.209,60.425,-25.269,16.846
0.505,-0.052,1.202,49.194,-11.536,20.325
0.505,-0.099,1.129,47.302,10.498,26.611
0.473,-0.120,1.121,57.129,18.799,36.499
0.389,-0.121,1.196,63.660,17.883,39.124
0.368,-0.100,1.265,61.646,16.968,36.743
0.395,-0.093,1.257,52.307,10.620,24.963
0.407,-0.103,1.222,41.138,-1.831,19.897
0.431,-0.146,1.204,38.086,-9.094,17.761
0.355,-0.158,1.199,34.119,-26.855,15.442
0.334,-0.186,1.221,26.184,-22.644,21.362
0.335,-0.241,1.247,23.193,-23.193,21.240
0.341,-0.257,1.235,17.090,-21.851,20.813
0.347,-0.258,1.171,13.916,-18.555,21.484
0.331,-0.251,1.140,6.775,-23.071,19.836
0.302,-0.267,1.108,3.601,-30.701,16.846
0.292,-0.281,1.102,-0.244,-39.673,15.503
0.244,-0.276,1.106,0.366,-36.072,19.226
0.217,-0.274,1.104,5.981,-19.836,25.208
0.171,-0.271,1.080,8.606,-14.343,24.902
0.157,-0.271,1.068,7.812,-11.536,19.958
0.154,-0.245,1.015,4.028,-12.085,17.578
0.164,-0.232,0.984,-2.014,-13.062,14.160
0.180,-0.213,0.942,-0.916,-15.076,11.780
0.183,-0.214,0.943,6.531,-18.433,7.507
0.160,-0.223,0.977,9.277,-17.151,7.019
0.153,-0.225,0.986,10.193,-11.414,6.958
0.161,-0.237,0.969,8.057,-9.155,6.348
0.170,-0.239,0.951,4.395,-9.460,3.723
0.192,-0.242,0.926,3.601,-11.414,2.319
0.199,-0.247,0.931,2.930,-14.954,0.671
0.212,-0.260,0.959,2.869,-15.320,0.366
0.217,-0.259,0.974,3.235,-11.902,1.831
0.202,-0.242,0.990,3.174,-7.751,3.418
0.191,-0.226,0.979,2.014,-0.305,5.127
0.187,-0.217,0.966,0.488,-1.038,2.869
0.196,-0.209,0.952,0.305,-2.930,0.610
0.210,-0.218,0.951,-0.305,-6.226,-3.235
0.240,-0.231,0.958,-0.977,-7.446,-3.967
0.245,-0.229,0.955,-0.610,-3.296,-2.930
0.250,-0.234,0.945,0.610,1.892,-1.770
0.253,-0.231,0.951,1.099,1.038,-0.549
0.252,-0.228,0.941,-0.366,-1.953,-0.549
0.252,-0.221,0.928,0.732,0.366,1.160
0.230,-0.203,0.930,2.686,1.587,2.319
0.224,-0.203,0.941,1.526,-4.883,-1.221
0.237,-0.215,0.953,0.122,-8.728,-3.418
0.238,-0.221,0.963,2.930,-7.751,-3.174
0.231,-0.233,1.006,4.517,-5.981,-2.014
0.235,-0.240,1.020,0.854,-2.869,0.122
0.242,-0.244,0.997,-1.648,-0.183,0.977
0.244,-0.242,0.977,-2.808,2.930,1.587
0.250,-0.229,0.954,-2.930,2.441,1.404
0.253,-0.224,0.939,-1.770,2.747,1.892
0.244,-0.211,0.920,-0.610,2.563,2.441
0.238,-0.202,0.919,0.244,0.427,2.014
0.222,-0.197,0.907,1.160,-0.183,1.343
0.231,-0.210,0.920,3.601,-3.601,-1.343
0.234,-0.215,0.932,3.418,-6.714,-2.136
0.220,-0.228,0.966,4.700,-7.324,-0.732
0.220,-0.234,0.985,4.639,-5.920,-0.183
0.226,-0.234,0.999,2.258,-5.554,0.122
0.224,-0.233,0.993,1.282,-1.831,1.038
0.221,-0.233,0.988,1.648,-0.366,0.977
0.218,-0.231,0.984,0.366,1.221,0.549
0.221,-0.237,0.965,-0.244,2.075,0.427
0.226,-0.234,0.960,-0.793,1.892,0.732
0.232,-0.221,0.941,-0.793,2.258,0.671
0.237,-0.224,0.930,0.488,2.014,0.671
0.239,-0.221,0.937,1.282,0.671,0.854
0.233,-0.216,0.937,2.319,0.610,1.038
0.223,-0.221,0.932,2.808,0.610,0.549
0.217,-0.224,0.945,2.625,-3.479,-0.549
0.212,-0.231,0.978,2.075,-4.272,-1.160
0.219,-0.236,0.984,0.854,-1.404,-0.977

1.195,-0.212,1.302,71.716,-15.625,6.042
1.209,-0.274,1.402,59.875,-51.514,45.654
1.079,-0.393,1.563,52.368,-62.744,66.528
0.979,-0.448,1.604,32.654,-67.078,103.210
0.736,-0.546,1.642,19.714,-65.857,118.103
0.584,-0.579,1.666,-10.803,-66.589,142.883
0.178,-0.590,1.699,-26.062,-68.726,153.015
-0.026,-0.578,1.699,-46.692,-65.369,161.682
-0.299,-0.561,1.674,-54.138,-60.669,160.706
-0.373,-0.560,1.654,-74.463,-47.852,155.823
-0.456,-0.580,1.579,-88.501,-39.734,152.222
-0.507,-0.573,1.495,-112.671,-17.334,141.296
-0.581,-0.565,1.287,-119.934,-2.563,132.690
-0.587,-0.573,1.193,-130.920,14.526,106.262
-0.536,-0.617,1.074,-136.169,13.855,87.952
-0.503,-0.608,1.030,-149.841,-3.662,47.791
-0.489,-0.549,0.905,-157.654,-12.329,31.128
-0.505,-0.481,0.753,-165.588,-3.601,7.080
-0.520,-0.439,0.696,-159.180,22.949,-7.690
-0.558,-0.322,0.609,-154.602,33.081,-15.137
-0.577,-0.268,0.561,-148.499,37.903,-36.133
-0.595,-0.171,0.470,-145.020,34.180,-49.255
-0.563,-0.120,0.442,-135.498,23.132,-76.050
-0.465,-0.048,0.382,-129.700,19.104,-86.731
-0.419,-0.036,0.344,-112.183,22.644,-103.149
-0.303,-0.018,0.265,-99.976,29.724,-109.741
-0.238,-0.013,0.235,-75.256,44.922,-119.263
-0.104,-0.023,0.188,-65.552,47.485,-123.230
0.041,-0.020,0.191,-53.772,31.189,-129.028
0.088,-0.002,0.216,-43.396,2.014,-131.714
0.168,0.023,0.272,-34.485,-6.531,-135.498
0.223,0.021,0.300,-11.475,-13.489,-143.616
0.326,0.025,0.377,0.244,-15.320,-145.081
0.372,0.029,0.422,13.733,-20.325,-142.883
0.460,0.000,0.481,14.832,-24.658,-140.259
0.504,-0.012,0.488,17.883,-28.137,-132.690
0.581,0.019,0.478,22.217,-25.208,-127.930
0.614,0.043,0.467,33.142,-15.198,-120.666
0.681,0.072,0.456,38.635,-11.230,-118.347
0.713,0.073,0.461,48.340,-9.949,-114.502
0.780,0.032,0.483,51.208,-14.099,-113.037
0.801,0.005,0.513,53.589,-32.532,-105.103
0.803,-0.032,0.618,55.176,-41.382,-97.534
0.792,-0.037,0.679,61.035,-44.800,-80.017
0.766,-0.064,0.792,64.697,-38.818,-71.899
0.768,-0.073,0.846,71.167,-19.409,-59.509
0.786,-0.093,0.916,72.144,-10.193,-54.260
0.799,-0.108,0.930,68.176,-0.610,-43.701
0.806,-0.116,0.946,63.416,-1.404,-37.781
0.789,-0.112,0.945,52.612,-8.667,-24.292
0.751,-0.089,0.930,50.781,-11.719,-19.226
0.740,-0.086,0.939,53.101,-16.907,-10.315
0.700,-0.090,0.990,54.077,-18.677,-4.761
0.667,-0.114,1.001,52.063,-18.860,4.395
0.667,-0.131,0.988,46.631,-22.339,8.728
0.647,-0.140,0.981,45.898,-26.123,10.620
0.619,-0.149,0.996,47.241,-39.307,17.273
0.541,-0.183,1.046,47.302,-44.067,21.912
0.501,-0.198,1.076,48.889,-37.292,31.860
0.429,-0.209,1.112,50.720,-28.748,34.485
0.409,-0.197,1.112,52.002,-22.156,34.424
0.400,-0.204,1.091,45.349,-25.635,29.236
0.384,-0.225,1.087,39.307,-34.119,27.832
0.308,-0.257,1.115,34.729,-44.067,29.907
0.264,-0.256,1.139,38.208,-34.180,29.724
0.227,-0.226,1.192,38.025,-28.076,29.541
0.210,-0.216,1.224,32.227,-23.437,28.625
0.183,-0.202,1.267,26.489,-23.437,27.405
0.190,-0.206,1.251,9.460,-19.897,26.306
0.223,-0.216,1.159,2.502,-19.653,25.330
0.222,-0.209,1.116,-2.930,-26.855,27.893
0.191,-0.228,1.095,-1.343,-26.917,31.006
0.175,-0.234,1.101,6.226,-21.179,34.485
0.153,-0.234,1.115,7.812,-17.395,36.133
0.138,-0.229,1.115,5.615,-12.451,38.025
0.107,-0.214,1.110,3.906,-12.329,37.170
0.104,-0.214,1.098,0.916,-13.123,32.593
0.103,-0.223,1.054,0.305,-13.550,30.579
0.091,-0.217,1.041,2.747,-12.268,30.518
0.086,-0.214,1.047,4.822,-10.254,31.555
0.070,-0.201,1.055,5.615,-7.874,31.433
0.061,-0.197,1.052,4.517,-7.568,28.564
0.061,-0.204,1.054,2.747,-5.371,20.569
0.063,-0.211,1.051,-0.305,-3.357,15.198
0.090,-0.217,1.018,-0.732,-2.441,12.390
0.111,-0.219,0.998,-0.549,-2.014,9.766
0.146,-0.225,0.961,1.343,-2.319,5.981
0.152,-0.219,0.949,6.226,-0.305,4.028
0.172,-0.216,0.941,7.751,0.793,3.967
0.180,-0.220,0.939,7.446,-2.625,2.502
0.184,-0.232,0.948,7.080,-5.432,1.892
0.182,-0.235,0.958,8.362,-6.653,1.770
0.167,-0.228,0.979,9.277,-5.188,2.136
0.158,-0.226,0.990,7.996,-3.357,2.747
0.156,-0.237,1.011,6.104,-4.028,2.136
0.166,-0.243,1.014,2.502,-4.822,1.038
0.182,-0.233,1.002,2.014,-2.869,1.099
0.190,-0.224,0.989,2.136,2.014,1.648
0.198,-0.203,0.956,2.197,3.235,1.587
0.199,-0.201,0.944,2.991,2.014,0.000
0.201,-0.208,0.943,3.357,0.061,-1.282
0.203,-0.209,0.947,4.028,-2.014,-3.296
0.211,-0.213,0.945,4.211,-1.282,-3.113
0.215,-0.214,0.943,4.272,-0.061,-2.563
0.217,-0.221,0.942,4.822,-0.427,-2.319
0.221,-0.229,0.949,6.165,-2.014,-1.404
0.214,-0.235,0.968,6.104,-2.441,-1.282
0.204,-0.232,0.970,5.981,-0.427,0.183
0.193,-0.239,0.971,5.310,0.366,1.099
0.189,-0.238,0.974,3.662,0.000,1.465
0.179,-0.240,0.971,3.296,0.061,0.549
0.177,-0.237,0.971,2.319,-0.061,-2.197
0.184,-0.237,0.976,0.061,-0.366,-2.014
0.194,-0.237,0.977,-0.793,0.061,-1.648
0.198,-0.232,0.969,-0.610,2.991,-1.465
0.200,-0.221,0.946,-0.061,3.601,-1.465
0.202,-0.221,0.940,0.488,1.038,-2.258
0.212,-0.228,0.952,0.427,-0.793,-2.869
0.220,-0.241,0.962,-0.916,-1.709,-2.380

1.028,-0.241,1.409,51.453,-23.865,44.556
1.003,-0.288,1.451,40.955,-41.504,63.599
0.887,-0.383,1.540,32.715,-52.856,75.623
0.802,-0.427,1.574,14.771,-67.505,102.905
0.544,-0.504,1.623,5.737,-63.843,132.507
0.225,-0.547,1.721,3.540,-57.983,145.020
0.078,-0.555,1.772,-13.062,-44.312,161.743
-0.146,-0.551,1.759,-28.687,-36.438,165.710
-0.228,-0.531,1.680,-56.885,-21.423,161.926
-0.349,-0.492,1.474,-66.406,-15.198,157.104
-0.401,-0.494,1.372,-80.872,-5.188,142.212
-0.488,-0.518,1.211,-85.937,-2.808,131.042
-0.537,-0.527,1.156,-94.238,-2.686,103.271
-0.649,-0.546,1.097,-98.511,-2.686,87.830
-0.737,-0.510,1.045,-111.023,-2.319,52.856
-0.754,-0.485,0.994,-119.690,-0.305,35.034
-0.756,-0.468,0.925,-140.320,5.066,0.427
-0.748,-0.428,0.768,-148.804,7.080,-15.076
-0.721,-0.378,0.605,-156.311,14.954,-42.419
-0.685,-0.358,0.531,-154.297,20.996,-66.589
-0.588,-0.323,0.415,-150.635,20.203,-76.355
-0.534,-0.301,0.378,-137.634,15.198,-91.309
-0.428,-0.264,0.332,-129.639,13.977,-97.290
-0.380,-0.241,0.314,-109.497,20.325,-106.934
-0.288,-0.199,0.272,-98.633,25.085,-111.511
-0.233,-0.186,0.258,-81.604,24.292,-122.192
-0.132,-0.165,0.244,-74.707,17.883,-127.625
-0.078,-0.159,0.244,-60.791,-0.488,-139.282
0.054,-0.150,0.260,-53.833,-10.010,-144.043
0.114,-0.152,0.278,-39.246,-22.217,-146.362
0.192,-0.119,0.333,-30.945,-22.705,-145.264
0.231,-0.096,0.352,-15.015,-16.479,-147.217
0.349,-0.068,0.335,-7.690,-13.428,-150.269
0.414,-0.051,0.317,6.348,-15.503,-155.029
0.555,-0.050,0.283,11.780,-22.217,-155.945
0.703,-0.077,0.294,23.865,-42.358,-153.259
0.776,-0.077,0.329,34.546,-50.171,-149.841
0.909,-0.096,0.444,63.293,-49.072,-137.756
0.960,-0.122,0.515,86.121,-34.241,-116.943
1.046,-0.167,0.653,90.515,-28.503,-104.492
1.064,-0.187,0.710,87.280,-22.644,-74.890
1.050,-0.223,0.801,83.374,-19.165,-60.364
1.038,-0.211,0.842,79.651,-10.071,-37.354
0.994,-0.144,0.915,79.773,-6.104,-27.527
0.963,-0.113,0.945,79.163,-1.343,-9.216
0.918,-0.120,0.994,77.637,2.014,-2.502
0.896,-0.138,1.010,71.655,0.671,10.010
0.824,-0.160,1.036,66.589,-4.456,19.653
0.773,-0.140,1.063,59.143,-10.315,35.339
0.663,-0.100,1.135,58.533,-13.123,37.781
0.601,-0.099,1.163,53.833,-22.583,40.894
0.473,-0.111,1.198,50.842,-22.095,45.288
0.432,-0.105,1.208,51.086,-9.583,48.706
0.408,-0.054,1.230,51.636,-7.996,46.814
0.395,-0.040,1.240,48.828,-23.071,42.603
0.337,-0.094,1.251,45.776,-32.288,43.457
0.293,-0.125,1.267,46.631,-36.926,51.025
0.206,-0.149,1.335,48.889,-32.654,55.664
0.161,-0.165,1.378,48.340,-24.292,55.542
0.084,-0.177,1.442,44.373,-23.254,50.659
0.083,-0.181,1.424,25.085,-29.114,34.058
0.133,-0.200,1.300,12.451,-25.696,30.884
0.170,-0.231,1.256,3.418,-11.475,38.330
0.167,-0.241,1.234,8.301,-8.972,42.480
0.148,-0.231,1.222,11.292,-6.042,42.358
0.146,-0.251,1.172,6.165,-5.920,42.358
0.154,-0.257,1.145,-5.737,-7.507,45.837
0.150,-0.231,1.076,-8.972,-6.165,46.143
0.128,-0.217,1.039,-8.057,-1.831,41.504
0.108,-0.195,1.005,-6.165,-2.441,37.354
0.116,-0.189,0.987,-3.296,-6.470,28.442
0.130,-0.185,0.945,-0.854,-7.080,25.818
0.130,-0.190,0.937,3.845,-7.690,23.499
0.120,-0.189,0.941,4.944,-8.850,22.827
0.112,-0.193,0.947,4.517,-8.484,22.766
0.095,-0.185,0.960,3.296,-6.592,22.278
0.094,-0.176,0.941,-0.244,-3.662,16.785
0.109,-0.177,0.928,-1.099,-5.310,9.338
0.121,-0.172,0.932,0.427,-7.141,8.240
0.115,-0.167,0.942,3.052,-5.554,7.690
0.119,-0.168,0.951,4.272,-4.272,5.981
0.131,-0.186,0.958,5.676,-4.395,3.357
0.154,-0.198,0.982,8.118,-7.629,-2.075
0.163,-0.200,0.993,5.432,-6.470,-5.066
0.195,-0.212,0.996,2.380,-5.310,-5.920
0.215,-0.213,0.994,-0.671,-1.953,-4.822
0.235,-0.203,0.992,-0.183,2.502,-2.869
0.239,-0.199,0.985,0.366,9.094,-0.244
0.246,-0.200,0.979,-0.305,7.141,-0.366
0.250,-0.198,0.988,-1.465,0.366,-1.526
0.255,-0.197,0.995,-1.526,0.671,-1.343
0.258,-0.197,0.986,-0.183,4.944,0.122
0.263,-0.191,0.976,0.732,5.188,0.793
0.259,-0.186,0.981,1.221,1.648,0.977
0.246,-0.184,0.990,1.038,0.183,1.099
0.243,-0.189,0.988,1.343,0.244,1.526
